Time	Y	YDOT	YDOUBLEDOT	NC	LOS	LOSdot
0.0664,	68.5099,	1016.52,	-458.568,	458.568,	0.00191715,	0.0286605
0.0666,	68.7132,	1016.43,	-458.547,	458.547,	0.00192288,	0.0286592
0.0668,	68.9164,	1016.34,	-458.527,	458.527,	0.00192862,	0.0286579
0.067,	69.1197,	1016.25,	-458.506,	458.506,	0.00193435,	0.0286567
0.0672,	69.3229,	1016.15,	-458.486,	458.486,	0.00194008,	0.0286554
0.0674,	69.5261,	1016.06,	-458.465,	458.465,	0.00194581,	0.0286541
0.0676,	69.7293,	1015.97,	-458.445,	458.445,	0.00195154,	0.0286528
0.0678,	69.9325,	1015.88,	-458.424,	458.424,	0.00195727,	0.0286515
0.068,	70.1357,	1015.79,	-458.404,	458.404,	0.001963,	0.0286502
0.0682,	70.3388,	1015.7,	-458.383,	458.383,	0.00196873,	0.028649
0.0684,	70.5419,	1015.6,	-458.363,	458.363,	0.00197446,	0.0286477
0.0686,	70.745,	1015.51,	-458.342,	458.342,	0.00198019,	0.0286464
0.0688,	70.9481,	1015.42,	-458.322,	458.322,	0.00198592,	0.0286451
0.069,	71.1512,	1015.33,	-458.301,	458.301,	0.00199164,	0.0286438
0.0692,	71.3542,	1015.24,	-458.281,	458.281,	0.00199737,	0.0286425
0.0694,	71.5572,	1015.15,	-458.26,	458.26,	0.0020031,	0.0286413
0.0696,	71.7603,	1015.05,	-458.24,	458.24,	0.00200883,	0.02864
0.0698,	71.9632,	1014.96,	-458.219,	458.219,	0.00201456,	0.0286387
0.07,	72.1662,	1014.87,	-458.199,	458.199,	0.00202028,	0.0286374
0.0702,	72.3692,	1014.78,	-458.178,	458.178,	0.00202601,	0.0286361
0.0704,	72.5721,	1014.69,	-458.158,	458.158,	0.00203174,	0.0286348
0.0706,	72.775,	1014.6,	-458.137,	458.137,	0.00203746,	0.0286336
0.0708001,	72.9779,	1014.5,	-458.116,	458.116,	0.00204319,	0.0286323
0.0710001,	73.1808,	1014.41,	-458.096,	458.096,	0.00204892,	0.028631
0.0712001,	73.3837,	1014.32,	-458.075,	458.075,	0.00205464,	0.0286297
0.0714001,	73.5865,	1014.23,	-458.055,	458.055,	0.00206037,	0.0286284
0.0716001,	73.7894,	1014.14,	-458.034,	458.034,	0.00206609,	0.0286271
0.0718001,	73.9922,	1014.05,	-458.014,	458.014,	0.00207182,	0.0286259
0.0720001,	74.195,	1013.95,	-457.993,	457.993,	0.00207754,	0.0286246
0.0722001,	74.3977,	1013.86,	-457.973,	457.973,	0.00208327,	0.0286233
0.0724001,	74.6005,	1013.77,	-457.952,	457.952,	0.00208899,	0.028622
0.0726001,	74.8032,	1013.68,	-457.932,	457.932,	0.00209472,	0.0286207
0.0728001,	75.0059,	1013.59,	-457.911,	457.911,	0.00210044,	0.0286195
0.0730001,	75.2086,	1013.5,	-457.891,	457.891,	0.00210616,	0.0286182
0.0732001,	75.4113,	1013.41,	-457.87,	457.87,	0.00211189,	0.0286169
0.0734001,	75.614,	1013.31,	-457.85,	457.85,	0.00211761,	0.0286156
0.0736001,	75.8166,	1013.22,	-457.829,	457.829,	0.00212333,	0.0286143
0.0738001,	76.0192,	1013.13,	-457.809,	457.809,	0.00212905,	0.028613
0.0740001,	76.2219,	1013.04,	-457.788,	457.788,	0.00213478,	0.0286118
0.0742001,	76.4244,	1012.95,	-457.768,	457.768,	0.0021405,	0.0286105
0.0744001,	76.627,	1012.86,	-457.747,	457.747,	0.00214622,	0.0286092
0.0746001,	76.8296,	1012.76,	-457.727,	457.727,	0.00215194,	0.0286079
0.0748001,	77.0321,	1012.67,	-457.706,	457.706,	0.00215766,	0.0286066
0.0750001,	77.2346,	1012.58,	-457.686,	457.686,	0.00216338,	0.0286053
0.0752001,	77.4371,	1012.49,	-457.665,	457.665,	0.0021691,	0.0286041
0.0754001,	77.6396,	1012.4,	-457.645,	457.645,	0.00217482,	0.0286028
0.0756001,	77.8421,	1012.31,	-457.624,	457.624,	0.00218055,	0.0286015
0.0758001,	78.0445,	1012.22,	-457.604,	457.604,	0.00218627,	0.0286002
0.0760001,	78.2469,	1012.12,	-457.583,	457.583,	0.00219198,	0.0285989
0.0762001,	78.4493,	1012.03,	-457.562,	457.562,	0.0021977,	0.0285977
0.0764001,	78.6517,	1011.94,	-457.542,	457.542,	0.00220342,	0.0285964
0.0766001,	78.8541,	1011.85,	-457.521,	457.521,	0.00220914,	0.0285951
0.0768002,	79.0564,	1011.76,	-457.501,	457.501,	0.00221486,	0.0285938
0.0770002,	79.2588,	1011.67,	-457.48,	457.48,	0.00222058,	0.0285925
0.0772002,	79.4611,	1011.57,	-457.46,	457.46,	0.0022263,	0.0285913
0.0774002,	79.6634,	1011.48,	-457.439,	457.439,	0.00223202,	0.02859
0.0776002,	79.8657,	1011.39,	-457.419,	457.419,	0.00223773,	0.0285887
0.0778002,	80.0679,	1011.3,	-457.399,	457.399,	0.00224345,	0.0285874
0.0780002,	80.2702,	1011.21,	-457.378,	457.378,	0.00224917,	0.0285861
0.0782002,	80.4724,	1011.12,	-457.357,	457.357,	0.00225488,	0.0285848
0.0784002,	80.6746,	1011.03,	-457.337,	457.337,	0.0022606,	0.0285836
0.0786002,	80.8768,	1010.93,	-457.316,	457.316,	0.00226632,	0.0285823
0.0788002,	81.0789,	1010.84,	-457.296,	457.296,	0.00227203,	0.028581
0.0790002,	81.2811,	1010.75,	-457.275,	457.275,	0.00227775,	0.0285797
0.0792002,	81.4832,	1010.66,	-457.255,	457.255,	0.00228346,	0.0285784
0.0794002,	81.6853,	1010.57,	-457.234,	457.234,	0.00228918,	0.0285772
0.0796002,	81.8874,	1010.48,	-457.214,	457.214,	0.00229489,	0.0285759
0.0798002,	82.0895,	1010.39,	-457.193,	457.193,	0.00230061,	0.0285746
0.0800002,	82.2916,	1010.29,	-457.173,	457.173,	0.00230632,	0.0285733
0.0802002,	82.4936,	1010.2,	-457.152,	457.152,	0.00231204,	0.028572
0.0804002,	82.6956,	1010.11,	-457.132,	457.132,	0.00231775,	0.0285707
0.0806002,	82.8976,	1010.02,	-457.111,	457.111,	0.00232347,	0.0285695
0.0808002,	83.0996,	1009.93,	-457.091,	457.091,	0.00232918,	0.0285682
0.0810002,	83.3016,	1009.84,	-457.07,	457.07,	0.00233489,	0.0285669
0.0812002,	83.5035,	1009.75,	-457.05,	457.05,	0.00234061,	0.0285656
0.0814002,	83.7055,	1009.65,	-457.029,	457.029,	0.00234632,	0.0285643
0.0816002,	83.9074,	1009.56,	-457.009,	457.009,	0.00235203,	0.0285631
0.0818002,	84.1093,	1009.47,	-456.988,	456.988,	0.00235774,	0.0285618
0.0820002,	84.3111,	1009.38,	-456.968,	456.968,	0.00236346,	0.0285605
0.0822002,	84.513,	1009.29,	-456.947,	456.947,	0.00236917,	0.0285592
0.0824002,	84.7148,	1009.2,	-456.927,	456.927,	0.00237488,	0.0285579
0.0826003,	84.9167,	1009.11,	-456.906,	456.906,	0.00238059,	0.0285567
0.0828003,	85.1185,	1009.01,	-456.886,	456.886,	0.0023863,	0.0285554
0.0830003,	85.3203,	1008.92,	-456.865,	456.865,	0.00239201,	0.0285541
0.0832003,	85.522,	1008.83,	-456.845,	456.845,	0.00239772,	0.0285528
0.0834003,	85.7238,	1008.74,	-456.824,	456.824,	0.00240343,	0.0285515
0.0836003,	85.9255,	1008.65,	-456.804,	456.804,	0.00240914,	0.0285502
0.0838003,	86.1272,	1008.56,	-456.783,	456.783,	0.00241485,	0.028549
0.0840003,	86.3289,	1008.47,	-456.763,	456.763,	0.00242056,	0.0285477
0.0842003,	86.5306,	1008.37,	-456.742,	456.742,	0.00242627,	0.0285464
0.0844003,	86.7322,	1008.28,	-456.722,	456.722,	0.00243198,	0.0285451
0.0846003,	86.9339,	1008.19,	-456.701,	456.701,	0.00243769,	0.0285438
0.0848003,	87.1355,	1008.1,	-456.681,	456.681,	0.0024434,	0.0285426
0.0850003,	87.3371,	1008.01,	-456.661,	456.661,	0.0024491,	0.0285413
0.0852003,	87.5387,	1007.92,	-456.64,	456.64,	0.00245481,	0.02854
0.0854003,	87.7402,	1007.83,	-456.62,	456.62,	0.00246052,	0.0285387
0.0856003,	87.9418,	1007.74,	-456.599,	456.599,	0.00246623,	0.0285374
0.0858003,	88.1433,	1007.64,	-456.579,	456.579,	0.00247193,	0.0285362
0.0860003,	88.3448,	1007.55,	-456.558,	456.558,	0.00247764,	0.0285349
0.0862003,	88.5463,	1007.46,	-456.538,	456.538,	0.00248335,	0.0285336
0.0864003,	88.7478,	1007.37,	-456.517,	456.517,	0.00248905,	0.0285323
0.0866003,	88.9493,	1007.28,	-456.497,	456.497,	0.00249476,	0.028531
0.0868003,	89.1507,	1007.19,	-456.476,	456.476,	0.00250047,	0.0285298
0.0870003,	89.3521,	1007.1,	-456.456,	456.456,	0.00250617,	0.0285285
0.0872003,	89.5535,	1007.01,	-456.435,	456.435,	0.00251188,	0.0285272
0.0874003,	89.7549,	1006.91,	-456.415,	456.415,	0.00251758,	0.0285259
0.0876003,	89.9563,	1006.82,	-456.394,	456.394,	0.00252329,	0.0285246
0.0878003,	90.1576,	1006.73,	-456.374,	456.374,	0.00252899,	0.0285234
0.0880003,	90.3589,	1006.64,	-456.353,	456.353,	0.00253469,	0.0285221
0.0882003,	90.5602,	1006.55,	-456.333,	456.333,	0.0025404,	0.0285208
0.0884003,	90.7615,	1006.46,	-456.312,	456.312,	0.0025461,	0.0285195
0.0886004,	90.9628,	1006.37,	-456.292,	456.292,	0.00255181,	0.0285182
0.0888004,	91.1641,	1006.27,	-456.271,	456.271,	0.00255751,	0.028517
0.0890004,	91.3653,	1006.18,	-456.251,	456.251,	0.00256321,	0.0285157
0.0892004,	91.5665,	1006.09,	-456.23,	456.23,	0.00256892,	0.0285144
0.0894004,	91.7677,	1006,	-456.21,	456.21,	0.00257462,	0.0285131
0.0896004,	91.9689,	1005.91,	-456.189,	456.189,	0.00258032,	0.0285118
0.0898004,	92.1701,	1005.82,	-456.169,	456.169,	0.00258602,	0.0285106
0.0900004,	92.3712,	1005.73,	-456.148,	456.148,	0.00259172,	0.0285093
0.0902004,	92.5723,	1005.64,	-456.128,	456.128,	0.00259743,	0.028508
0.0904004,	92.7735,	1005.54,	-456.107,	456.107,	0.00260313,	0.0285067
0.0906004,	92.9745,	1005.45,	-456.087,	456.087,	0.00260883,	0.0285054
0.0908004,	93.1756,	1005.36,	-456.066,	456.066,	0.00261453,	0.0285042
0.0910004,	93.3767,	1005.27,	-456.046,	456.046,	0.00262023,	0.0285029
0.0912004,	93.5777,	1005.18,	-456.026,	456.026,	0.00262593,	0.0285016
0.0914004,	93.7787,	1005.09,	-456.005,	456.005,	0.00263163,	0.0285003
0.0916004,	93.9797,	1005,	-455.984,	455.984,	0.00263733,	0.028499
0.0918004,	94.1807,	1004.91,	-455.964,	455.964,	0.00264303,	0.0284978
0.0920004,	94.3817,	1004.82,	-455.944,	455.944,	0.00264873,	0.0284965
0.0922004,	94.5826,	1004.72,	-455.923,	455.923,	0.00265443,	0.0284952
0.0924004,	94.7835,	1004.63,	-455.903,	455.903,	0.00266012,	0.0284939
0.0926004,	94.9844,	1004.54,	-455.882,	455.882,	0.00266582,	0.0284926
0.0928004,	95.1853,	1004.45,	-455.862,	455.862,	0.00267152,	0.0284914
0.0930004,	95.3862,	1004.36,	-455.841,	455.841,	0.00267722,	0.0284901
0.0932004,	95.5871,	1004.27,	-455.821,	455.821,	0.00268292,	0.0284888
0.0934004,	95.7879,	1004.18,	-455.8,	455.8,	0.00268861,	0.0284875
0.0936004,	95.9887,	1004.09,	-455.78,	455.78,	0.00269431,	0.0284862
0.0938004,	96.1895,	1003.99,	-455.759,	455.759,	0.00270001,	0.028485
0.0940004,	96.3903,	1003.9,	-455.739,	455.739,	0.00270571,	0.0284837
0.0942004,	96.5911,	1003.81,	-455.718,	455.718,	0.0027114,	0.0284824
0.0944005,	96.7918,	1003.72,	-455.698,	455.698,	0.0027171,	0.0284811
0.0946005,	96.9925,	1003.63,	-455.677,	455.677,	0.00272279,	0.0284798
0.0948005,	97.1932,	1003.54,	-455.657,	455.657,	0.00272849,	0.0284786
0.0950005,	97.3939,	1003.45,	-455.637,	455.637,	0.00273418,	0.0284773
0.0952005,	97.5946,	1003.36,	-455.616,	455.616,	0.00273988,	0.028476
0.0954005,	97.7952,	1003.27,	-455.596,	455.596,	0.00274557,	0.0284747
0.0956005,	97.9959,	1003.17,	-455.575,	455.575,	0.00275127,	0.0284735
0.0958005,	98.1965,	1003.08,	-455.555,	455.555,	0.00275696,	0.0284722
0.0960005,	98.3971,	1002.99,	-455.534,	455.534,	0.00276266,	0.0284709
0.0962005,	98.5977,	1002.9,	-455.514,	455.514,	0.00276835,	0.0284696
0.0964005,	98.7982,	1002.81,	-455.493,	455.493,	0.00277404,	0.0284683
0.0966005,	98.9988,	1002.72,	-455.473,	455.473,	0.00277974,	0.0284671
0.0968005,	99.1993,	1002.63,	-455.452,	455.452,	0.00278543,	0.0284658
0.0970005,	99.3998,	1002.54,	-455.432,	455.432,	0.00279112,	0.0284645
0.0972005,	99.6003,	1002.45,	-455.411,	455.411,	0.00279682,	0.0284632
0.0974005,	99.8008,	1002.35,	-455.391,	455.391,	0.00280251,	0.0284619
0.0976005,	100.001,	1002.26,	-455.371,	455.371,	0.0028082,	0.0284607
0.0978005,	100.202,	1002.17,	-455.35,	455.35,	0.00281389,	0.0284594
0.0980005,	100.402,	1002.08,	-455.33,	455.33,	0.00281958,	0.0284581
0.0982005,	100.602,	1001.99,	-455.309,	455.309,	0.00282527,	0.0284568
0.0984005,	100.803,	1001.9,	-455.289,	455.289,	0.00283097,	0.0284555
0.0986005,	101.003,	1001.81,	-455.268,	455.268,	0.00283666,	0.0284543
0.0988005,	101.204,	1001.72,	-455.248,	455.248,	0.00284235,	0.028453
0.0990005,	101.404,	1001.63,	-455.227,	455.227,	0.00284804,	0.0284517
0.0992005,	101.604,	1001.54,	-455.207,	455.207,	0.00285373,	0.0284504
0.0994005,	101.804,	1001.44,	-455.186,	455.186,	0.00285942,	0.0284491
0.0996005,	102.005,	1001.35,	-455.166,	455.166,	0.00286511,	0.0284479
0.0998005,	102.205,	1001.26,	-455.146,	455.146,	0.0028708,	0.0284466
0.100001,	102.405,	1001.17,	-455.125,	455.125,	0.00287648,	0.0284453
0.100201,	102.605,	1001.08,	-455.105,	455.105,	0.00288217,	0.028444
0.100401,	102.806,	1000.99,	-455.084,	455.084,	0.00288786,	0.0284428
0.100601,	103.006,	1000.9,	-455.064,	455.064,	0.00289355,	0.0284415
0.100801,	103.206,	1000.81,	-455.043,	455.043,	0.00289924,	0.0284402
0.101001,	103.406,	1000.72,	-455.023,	455.023,	0.00290493,	0.0284389
0.101201,	103.606,	1000.62,	-455.002,	455.002,	0.00291061,	0.0284376
0.101401,	103.806,	1000.53,	-454.982,	454.982,	0.0029163,	0.0284364
0.101601,	104.006,	1000.44,	-454.961,	454.961,	0.00292199,	0.0284351
0.101801,	104.207,	1000.35,	-454.941,	454.941,	0.00292767,	0.0284338
0.102001,	104.407,	1000.26,	-454.921,	454.921,	0.00293336,	0.0284325
0.102201,	104.607,	1000.17,	-454.9,	454.9,	0.00293905,	0.0284312
0.102401,	104.807,	1000.08,	-454.88,	454.88,	0.00294473,	0.02843
0.102601,	105.007,	999.988,	-454.859,	454.859,	0.00295042,	0.0284287
0.102801,	105.207,	999.897,	-454.839,	454.839,	0.0029561,	0.0284274
0.103001,	105.407,	999.806,	-454.818,	454.818,	0.00296179,	0.0284261
0.103201,	105.607,	999.715,	-454.798,	454.798,	0.00296747,	0.0284249
0.103401,	105.806,	999.624,	-454.777,	454.777,	0.00297316,	0.0284236
0.103601,	106.006,	999.533,	-454.757,	454.757,	0.00297884,	0.0284223
0.103801,	106.206,	999.442,	-454.736,	454.736,	0.00298453,	0.028421
0.104001,	106.406,	999.351,	-454.716,	454.716,	0.00299021,	0.0284198
0.104201,	106.606,	999.26,	-454.696,	454.696,	0.00299589,	0.0284185
0.104401,	106.806,	999.169,	-454.675,	454.675,	0.00300158,	0.0284172
0.104601,	107.006,	999.079,	-454.655,	454.655,	0.00300726,	0.0284159
0.104801,	107.205,	998.988,	-454.634,	454.634,	0.00301294,	0.0284146
0.105001,	107.405,	998.897,	-454.614,	454.614,	0.00301862,	0.0284134
0.105201,	107.605,	998.806,	-454.593,	454.593,	0.00302431,	0.0284121
0.105401,	107.805,	998.715,	-454.573,	454.573,	0.00302999,	0.0284108
0.105601,	108.004,	998.624,	-454.552,	454.552,	0.00303567,	0.0284095
0.105801,	108.204,	998.533,	-454.532,	454.532,	0.00304135,	0.0284082
0.106001,	108.404,	998.442,	-454.512,	454.512,	0.00304703,	0.028407
0.106201,	108.603,	998.351,	-454.491,	454.491,	0.00305271,	0.0284057
0.106401,	108.803,	998.26,	-454.471,	454.471,	0.0030584,	0.0284044
0.106601,	109.003,	998.169,	-454.45,	454.45,	0.00306408,	0.0284031
0.106801,	109.202,	998.079,	-454.43,	454.43,	0.00306976,	0.0284019
0.107001,	109.402,	997.988,	-454.409,	454.409,	0.00307544,	0.0284006
0.107201,	109.602,	997.897,	-454.389,	454.389,	0.00308112,	0.0283993
0.107401,	109.801,	997.806,	-454.368,	454.368,	0.0030868,	0.028398
0.107601,	110.001,	997.715,	-454.348,	454.348,	0.00309247,	0.0283968
0.107801,	110.2,	997.624,	-454.328,	454.328,	0.00309815,	0.0283955
0.108001,	110.4,	997.533,	-454.307,	454.307,	0.00310383,	0.0283942
0.108201,	110.599,	997.442,	-454.287,	454.287,	0.00310951,	0.0283929
0.108401,	110.799,	997.352,	-454.266,	454.266,	0.00311519,	0.0283916
0.108601,	110.998,	997.261,	-454.246,	454.246,	0.00312087,	0.0283904
0.108801,	111.198,	997.17,	-454.225,	454.225,	0.00312654,	0.0283891
0.109001,	111.397,	997.079,	-454.205,	454.205,	0.00313222,	0.0283878
0.109201,	111.596,	996.988,	-454.185,	454.185,	0.0031379,	0.0283865
0.109401,	111.796,	996.897,	-454.164,	454.164,	0.00314358,	0.0283853
0.109601,	111.995,	996.807,	-454.144,	454.144,	0.00314925,	0.028384
0.109801,	112.194,	996.716,	-454.123,	454.123,	0.00315493,	0.0283827
0.110001,	112.394,	996.625,	-454.103,	454.103,	0.0031606,	0.0283814
0.110201,	112.593,	996.534,	-454.082,	454.082,	0.00316628,	0.0283801
0.110401,	112.792,	996.443,	-454.062,	454.062,	0.00317196,	0.0283789
0.110601,	112.992,	996.352,	-454.042,	454.042,	0.00317763,	0.0283776
0.110801,	113.191,	996.262,	-454.021,	454.021,	0.00318331,	0.0283763
0.111001,	113.39,	996.171,	-454.001,	454.001,	0.00318898,	0.028375
0.111201,	113.589,	996.08,	-453.98,	453.98,	0.00319466,	0.0283738
0.111401,	113.789,	995.989,	-453.96,	453.96,	0.00320033,	0.0283725
0.111601,	113.988,	995.898,	-453.939,	453.939,	0.003206,	0.0283712
0.111801,	114.187,	995.808,	-453.919,	453.919,	0.00321168,	0.0283699
0.112001,	114.386,	995.717,	-453.899,	453.899,	0.00321735,	0.0283687
0.112201,	114.585,	995.626,	-453.878,	453.878,	0.00322303,	0.0283674
0.112401,	114.784,	995.535,	-453.858,	453.858,	0.0032287,	0.0283661
0.112601,	114.983,	995.445,	-453.837,	453.837,	0.00323437,	0.0283648
0.112801,	115.182,	995.354,	-453.817,	453.817,	0.00324004,	0.0283636
0.113001,	115.381,	995.263,	-453.796,	453.796,	0.00324572,	0.0283623
0.113201,	115.58,	995.172,	-453.776,	453.776,	0.00325139,	0.028361
0.113401,	115.779,	995.081,	-453.756,	453.756,	0.00325706,	0.0283597
0.113601,	115.978,	994.991,	-453.735,	453.735,	0.00326273,	0.0283584
0.113801,	116.177,	994.9,	-453.715,	453.715,	0.0032684,	0.0283572
0.114001,	116.376,	994.809,	-453.694,	453.694,	0.00327407,	0.0283559
0.114201,	116.575,	994.718,	-453.674,	453.674,	0.00327975,	0.0283546
0.114401,	116.774,	994.628,	-453.653,	453.653,	0.00328542,	0.0283533
0.114601,	116.973,	994.537,	-453.633,	453.633,	0.00329109,	0.0283521
0.114801,	117.172,	994.446,	-453.613,	453.613,	0.00329676,	0.0283508
0.115001,	117.371,	994.356,	-453.592,	453.592,	0.00330243,	0.0283495
0.115201,	117.57,	994.265,	-453.572,	453.572,	0.0033081,	0.0283482
0.115401,	117.769,	994.174,	-453.551,	453.551,	0.00331376,	0.028347
0.115601,	117.967,	994.083,	-453.531,	453.531,	0.00331943,	0.0283457
0.115801,	118.166,	993.993,	-453.51,	453.51,	0.0033251,	0.0283444
0.116001,	118.365,	993.902,	-453.49,	453.49,	0.00333077,	0.0283431
0.116201,	118.564,	993.811,	-453.47,	453.47,	0.00333644,	0.0283419
0.116401,	118.763,	993.721,	-453.449,	453.449,	0.00334211,	0.0283406
0.116601,	118.961,	993.63,	-453.429,	453.429,	0.00334777,	0.0283393
0.116801,	119.16,	993.539,	-453.408,	453.408,	0.00335344,	0.028338
0.117001,	119.359,	993.449,	-453.388,	453.388,	0.00335911,	0.0283367
0.117201,	119.557,	993.358,	-453.368,	453.368,	0.00336478,	0.0283355
0.117401,	119.756,	993.267,	-453.347,	453.347,	0.00337044,	0.0283342
0.117601,	119.955,	993.176,	-453.327,	453.327,	0.00337611,	0.0283329
0.117801,	120.153,	993.086,	-453.306,	453.306,	0.00338178,	0.0283316
0.118001,	120.352,	992.995,	-453.286,	453.286,	0.00338744,	0.0283304
0.118201,	120.55,	992.905,	-453.265,	453.265,	0.00339311,	0.0283291
0.118401,	120.749,	992.814,	-453.245,	453.245,	0.00339877,	0.0283278
0.118601,	120.948,	992.723,	-453.225,	453.225,	0.00340444,	0.0283265
0.118801,	121.146,	992.633,	-453.204,	453.204,	0.0034101,	0.0283253
0.119001,	121.345,	992.542,	-453.184,	453.184,	0.00341577,	0.028324
0.119201,	121.543,	992.451,	-453.163,	453.163,	0.00342143,	0.0283227
0.119401,	121.742,	992.361,	-453.143,	453.143,	0.0034271,	0.0283214
0.119601,	121.94,	992.27,	-453.123,	453.123,	0.00343276,	0.0283202
0.119801,	122.138,	992.179,	-453.102,	453.102,	0.00343842,	0.0283189
0.120001,	122.337,	992.089,	-453.082,	453.082,	0.00344409,	0.0283176
0.120201,	122.535,	991.998,	-453.061,	453.061,	0.00344975,	0.0283163
0.120401,	122.734,	991.908,	-453.041,	453.041,	0.00345541,	0.0283151
0.120601,	122.932,	991.817,	-453.02,	453.02,	0.00346108,	0.0283138
0.120801,	123.13,	991.726,	-453,	453,	0.00346674,	0.0283125
0.121001,	123.329,	991.636,	-452.98,	452.98,	0.0034724,	0.0283112
0.121201,	123.527,	991.545,	-452.959,	452.959,	0.00347806,	0.02831
0.121401,	123.725,	991.455,	-452.939,	452.939,	0.00348372,	0.0283087
0.121601,	123.924,	991.364,	-452.919,	452.919,	0.00348939,	0.0283074
0.121801,	124.122,	991.273,	-452.898,	452.898,	0.00349505,	0.0283061
0.122001,	124.32,	991.183,	-452.878,	452.878,	0.00350071,	0.0283049
0.122201,	124.518,	991.092,	-452.857,	452.857,	0.00350637,	0.0283036
0.122401,	124.716,	991.002,	-452.837,	452.837,	0.00351203,	0.0283023
0.122601,	124.915,	990.911,	-452.817,	452.817,	0.00351769,	0.028301
0.122801,	125.113,	990.821,	-452.796,	452.796,	0.00352335,	0.0282998
0.123001,	125.311,	990.73,	-452.776,	452.776,	0.00352901,	0.0282985
0.123201,	125.509,	990.639,	-452.755,	452.755,	0.00353467,	0.0282972
0.123401,	125.707,	990.549,	-452.735,	452.735,	0.00354033,	0.0282959
0.123601,	125.905,	990.458,	-452.714,	452.714,	0.00354599,	0.0282946
0.123801,	126.103,	990.368,	-452.694,	452.694,	0.00355164,	0.0282934
0.124001,	126.301,	990.277,	-452.674,	452.674,	0.0035573,	0.0282921
0.124201,	126.499,	990.187,	-452.653,	452.653,	0.00356296,	0.0282908
0.124401,	126.697,	990.096,	-452.633,	452.633,	0.00356862,	0.0282896
0.124601,	126.895,	990.006,	-452.612,	452.612,	0.00357428,	0.0282883
0.124801,	127.093,	989.915,	-452.592,	452.592,	0.00357993,	0.028287
0.125001,	127.291,	989.825,	-452.572,	452.572,	0.00358559,	0.0282857
0.125201,	127.489,	989.734,	-452.551,	452.551,	0.00359125,	0.0282845
0.125401,	127.687,	989.644,	-452.531,	452.531,	0.0035969,	0.0282832
0.125601,	127.885,	989.553,	-452.51,	452.51,	0.00360256,	0.0282819
0.125801,	128.083,	989.463,	-452.49,	452.49,	0.00360822,	0.0282806
0.126001,	128.281,	989.372,	-452.47,	452.47,	0.00361387,	0.0282794
0.126201,	128.479,	989.282,	-452.449,	452.449,	0.00361953,	0.0282781
0.126401,	128.677,	989.191,	-452.429,	452.429,	0.00362518,	0.0282768
0.126601,	128.875,	989.101,	-452.408,	452.408,	0.00363084,	0.0282755
0.126801,	129.072,	989.01,	-452.388,	452.388,	0.00363649,	0.0282743
0.127001,	129.27,	988.92,	-452.368,	452.368,	0.00364215,	0.028273
0.127201,	129.468,	988.829,	-452.347,	452.347,	0.0036478,	0.0282717
0.127401,	129.666,	988.739,	-452.327,	452.327,	0.00365345,	0.0282704
0.127601,	129.863,	988.648,	-452.307,	452.307,	0.00365911,	0.0282692
0.127801,	130.061,	988.558,	-452.286,	452.286,	0.00366476,	0.0282679
0.128001,	130.259,	988.467,	-452.266,	452.266,	0.00367041,	0.0282666
0.128201,	130.456,	988.377,	-452.245,	452.245,	0.00367607,	0.0282653
0.128401,	130.654,	988.286,	-452.225,	452.225,	0.00368172,	0.0282641
0.128601,	130.852,	988.196,	-452.204,	452.204,	0.00368737,	0.0282628
0.128801,	131.049,	988.106,	-452.184,	452.184,	0.00369303,	0.0282615
0.129001,	131.247,	988.015,	-452.164,	452.164,	0.00369868,	0.0282602
0.129201,	131.445,	987.925,	-452.143,	452.143,	0.00370433,	0.028259
0.129401,	131.642,	987.834,	-452.123,	452.123,	0.00370998,	0.0282577
0.129601,	131.84,	987.744,	-452.103,	452.103,	0.00371563,	0.0282564
0.129801,	132.037,	987.653,	-452.082,	452.082,	0.00372128,	0.0282551
0.130001,	132.235,	987.563,	-452.062,	452.062,	0.00372693,	0.0282539
0.130201,	132.432,	987.473,	-452.041,	452.041,	0.00373258,	0.0282526
0.130401,	132.63,	987.382,	-452.021,	452.021,	0.00373823,	0.0282513
0.130601,	132.827,	987.292,	-452.001,	452.001,	0.00374388,	0.02825
0.130801,	133.025,	987.201,	-451.98,	451.98,	0.00374953,	0.0282488
0.131001,	133.222,	987.111,	-451.96,	451.96,	0.00375518,	0.0282475
0.131201,	133.419,	987.021,	-451.94,	451.94,	0.00376083,	0.0282462
0.131401,	133.617,	986.93,	-451.919,	451.919,	0.00376648,	0.0282449
0.131601,	133.814,	986.84,	-451.899,	451.899,	0.00377213,	0.0282437
0.131801,	134.011,	986.749,	-451.878,	451.878,	0.00377778,	0.0282424
