Time	LOSdot	ZEM	NC	VC
7.9306,	0.0077586,	145.614,	135.984,	3701.87
7.9308,	0.00775833,	145.583,	135.981,	3701.85
7.931,	0.00775806,	145.552,	135.978,	3701.84
7.9312,	0.00775779,	145.521,	135.976,	3701.83
7.9314,	0.00775752,	145.49,	135.973,	3701.81
7.9316,	0.00775725,	145.459,	135.97,	3701.8
7.9318,	0.00775698,	145.428,	135.968,	3701.78
7.932,	0.00775671,	145.397,	135.965,	3701.77
7.9322,	0.00775644,	145.366,	135.962,	3701.75
7.9324,	0.00775617,	145.335,	135.959,	3701.74
7.9326,	0.0077559,	145.304,	135.957,	3701.73
7.9328,	0.00775564,	145.273,	135.954,	3701.71
7.933,	0.00775536,	145.242,	135.951,	3701.7
7.9332,	0.00775509,	145.211,	135.949,	3701.68
7.9334,	0.00775482,	145.18,	135.946,	3701.67
7.9336,	0.00775455,	145.149,	135.943,	3701.66
7.9338,	0.00775428,	145.118,	135.94,	3701.64
7.934,	0.00775401,	145.088,	135.938,	3701.63
7.9342,	0.00775374,	145.057,	135.935,	3701.61
7.9344,	0.00775347,	145.026,	135.932,	3701.6
7.9346,	0.0077532,	144.995,	135.93,	3701.58
7.9348,	0.00775293,	144.964,	135.927,	3701.57
7.935,	0.00775266,	144.933,	135.924,	3701.56
7.9352,	0.00775239,	144.902,	135.921,	3701.54
7.9354,	0.00775212,	144.871,	135.919,	3701.53
7.9356,	0.00775185,	144.84,	135.916,	3701.51
7.9358,	0.00775158,	144.809,	135.913,	3701.5
7.936,	0.0077513,	144.778,	135.911,	3701.49
7.9362,	0.00775104,	144.747,	135.908,	3701.47
7.9364,	0.00775076,	144.716,	135.905,	3701.46
7.93659,	0.00775049,	144.685,	135.902,	3701.44
7.93679,	0.00775022,	144.655,	135.9,	3701.43
7.93699,	0.00774995,	144.624,	135.897,	3701.41
7.93719,	0.00774968,	144.593,	135.894,	3701.4
7.93739,	0.00774941,	144.562,	135.892,	3701.39
7.93759,	0.00774915,	144.531,	135.889,	3701.37
7.93779,	0.00774887,	144.5,	135.886,	3701.36
7.93799,	0.00774861,	144.469,	135.884,	3701.34
7.93819,	0.00774833,	144.438,	135.881,	3701.33
7.93839,	0.00774806,	144.408,	135.878,	3701.31
7.93859,	0.00774779,	144.377,	135.875,	3701.3
7.93879,	0.00774752,	144.346,	135.873,	3701.29
7.93899,	0.00774725,	144.315,	135.87,	3701.27
7.93919,	0.00774698,	144.284,	135.867,	3701.26
7.93939,	0.00774671,	144.253,	135.865,	3701.24
7.93959,	0.00774644,	144.222,	135.862,	3701.23
7.93979,	0.00774617,	144.192,	135.859,	3701.21
7.93999,	0.0077459,	144.161,	135.857,	3701.2
7.94019,	0.00774562,	144.13,	135.854,	3701.18
7.94039,	0.00774536,	144.099,	135.851,	3701.17
7.94059,	0.00774509,	144.068,	135.849,	3701.16
7.94079,	0.00774482,	144.037,	135.846,	3701.14
7.94099,	0.00774455,	144.007,	135.843,	3701.13
7.94119,	0.00774427,	143.976,	135.84,	3701.11
7.94139,	0.00774401,	143.945,	135.838,	3701.1
7.94159,	0.00774374,	143.914,	135.835,	3701.08
7.94179,	0.00774347,	143.884,	135.832,	3701.07
7.94199,	0.00774319,	143.853,	135.829,	3701.06
7.94219,	0.00774293,	143.822,	135.827,	3701.04
7.94239,	0.00774266,	143.791,	135.824,	3701.03
7.94259,	0.00774239,	143.76,	135.822,	3701.01
7.94279,	0.00774212,	143.73,	135.819,	3701
7.94299,	0.00774185,	143.699,	135.816,	3700.98
7.94319,	0.00774158,	143.668,	135.813,	3700.97
7.94339,	0.00774133,	143.638,	135.811,	3700.96
7.94359,	0.00774107,	143.607,	135.809,	3700.94
7.94379,	0.0077408,	143.576,	135.806,	3700.93
7.94399,	0.00774054,	143.546,	135.803,	3700.91
7.94419,	0.00774027,	143.515,	135.801,	3700.9
7.94439,	0.00774001,	143.485,	135.798,	3700.88
7.94459,	0.00773974,	143.454,	135.796,	3700.87
7.94479,	0.00773949,	143.424,	135.793,	3700.86
7.94499,	0.00773922,	143.393,	135.79,	3700.84
7.94519,	0.00773896,	143.362,	135.788,	3700.83
7.94539,	0.00773869,	143.332,	135.785,	3700.81
7.94559,	0.00773843,	143.301,	135.783,	3700.8
7.94579,	0.00773817,	143.27,	135.78,	3700.78
7.94599,	0.00773791,	143.24,	135.778,	3700.77
7.94619,	0.00773765,	143.209,	135.775,	3700.76
7.94638,	0.00773739,	143.179,	135.773,	3700.74
7.94658,	0.00773713,	143.148,	135.77,	3700.73
7.94678,	0.00773682,	143.117,	135.767,	3700.71
7.94698,	0.00773651,	143.086,	135.763,	3700.7
7.94718,	0.0077362,	143.054,	135.76,	3700.68
7.94738,	0.0077359,	143.023,	135.757,	3700.67
7.94758,	0.00773558,	142.991,	135.753,	3700.66
7.94778,	0.00773528,	142.96,	135.75,	3700.64
7.94798,	0.00773497,	142.929,	135.747,	3700.63
7.94818,	0.00773467,	142.898,	135.743,	3700.61
7.94838,	0.00773435,	142.866,	135.74,	3700.6
7.94858,	0.00773405,	142.835,	135.737,	3700.58
7.94878,	0.00773375,	142.804,	135.733,	3700.57
7.94898,	0.00773344,	142.772,	135.73,	3700.56
7.94918,	0.00773314,	142.741,	135.727,	3700.54
7.94938,	0.00773283,	142.71,	135.723,	3700.53
7.94958,	0.00773253,	142.678,	135.72,	3700.51
7.94978,	0.00773221,	142.647,	135.717,	3700.5
7.94998,	0.00773191,	142.616,	135.713,	3700.48
7.95018,	0.0077316,	142.584,	135.71,	3700.47
7.95038,	0.0077313,	142.553,	135.707,	3700.46
7.95058,	0.00773099,	142.522,	135.703,	3700.44
7.95078,	0.00773068,	142.491,	135.7,	3700.43
7.95098,	0.00773037,	142.459,	135.697,	3700.41
7.95118,	0.00773007,	142.428,	135.694,	3700.4
7.95138,	0.00772977,	142.397,	135.69,	3700.38
7.95158,	0.00772946,	142.366,	135.687,	3700.37
7.95178,	0.00772915,	142.334,	135.684,	3700.35
7.95198,	0.00772884,	142.303,	135.68,	3700.34
7.95218,	0.00772854,	142.272,	135.677,	3700.33
7.95238,	0.00772823,	142.241,	135.674,	3700.31
7.95258,	0.00772793,	142.209,	135.67,	3700.3
7.95278,	0.00772762,	142.178,	135.667,	3700.28
7.95298,	0.00772731,	142.147,	135.664,	3700.27
7.95318,	0.007727,	142.116,	135.66,	3700.25
7.95338,	0.00772669,	142.084,	135.657,	3700.24
7.95358,	0.00772638,	142.053,	135.654,	3700.23
7.95378,	0.00772608,	142.022,	135.65,	3700.21
7.95398,	0.00772578,	141.991,	135.647,	3700.2
7.95418,	0.00772547,	141.96,	135.644,	3700.18
7.95438,	0.00772517,	141.928,	135.64,	3700.17
7.95458,	0.00772486,	141.897,	135.637,	3700.15
7.95478,	0.00772455,	141.866,	135.634,	3700.14
7.95498,	0.00772425,	141.835,	135.63,	3700.13
7.95518,	0.00772394,	141.804,	135.627,	3700.11
7.95538,	0.00772363,	141.772,	135.624,	3700.1
7.95558,	0.00772333,	141.741,	135.62,	3700.08
7.95578,	0.00772302,	141.71,	135.617,	3700.07
7.95598,	0.00772271,	141.679,	135.614,	3700.05
7.95617,	0.0077224,	141.648,	135.61,	3700.04
7.95637,	0.0077221,	141.617,	135.607,	3700.03
7.95657,	0.0077218,	141.586,	135.604,	3700.01
7.95677,	0.00772149,	141.554,	135.601,	3700
7.95697,	0.00772119,	141.523,	135.597,	3699.98
7.95717,	0.00772088,	141.492,	135.594,	3699.97
7.95737,	0.00772058,	141.461,	135.591,	3699.95
7.95757,	0.00772026,	141.43,	135.587,	3699.94
7.95777,	0.00771996,	141.399,	135.584,	3699.93
7.95797,	0.00771965,	141.368,	135.581,	3699.91
7.95817,	0.00771935,	141.337,	135.577,	3699.9
7.95837,	0.00771904,	141.305,	135.574,	3699.88
7.95857,	0.00771874,	141.274,	135.571,	3699.87
7.95877,	0.00771843,	141.243,	135.567,	3699.85
7.95897,	0.00771812,	141.212,	135.564,	3699.84
7.95917,	0.00771782,	141.181,	135.561,	3699.82
7.95937,	0.00771751,	141.15,	135.558,	3699.81
7.95957,	0.00771721,	141.119,	135.554,	3699.8
7.95977,	0.0077169,	141.088,	135.551,	3699.78
7.95997,	0.00771659,	141.057,	135.548,	3699.77
7.96017,	0.00771628,	141.026,	135.544,	3699.75
7.96037,	0.00771598,	140.995,	135.541,	3699.74
7.96057,	0.00771567,	140.964,	135.538,	3699.72
7.96077,	0.00771537,	140.933,	135.535,	3699.71
7.96097,	0.00771506,	140.902,	135.531,	3699.7
7.96117,	0.00771476,	140.871,	135.528,	3699.68
7.96137,	0.00771446,	140.84,	135.525,	3699.67
7.96157,	0.00771415,	140.808,	135.521,	3699.65
7.96177,	0.00771384,	140.777,	135.518,	3699.64
7.96197,	0.00771353,	140.746,	135.515,	3699.62
7.96217,	0.00771323,	140.715,	135.511,	3699.61
7.96237,	0.00771293,	140.685,	135.508,	3699.6
7.96257,	0.00771263,	140.654,	135.505,	3699.58
7.96277,	0.00771233,	140.623,	135.502,	3699.57
7.96297,	0.00771203,	140.592,	135.499,	3699.55
7.96317,	0.00771173,	140.561,	135.495,	3699.54
7.96337,	0.00771143,	140.53,	135.492,	3699.52
7.96357,	0.00771114,	140.499,	135.489,	3699.51
7.96377,	0.00771084,	140.468,	135.486,	3699.5
7.96397,	0.00771055,	140.438,	135.483,	3699.48
7.96417,	0.00771024,	140.407,	135.48,	3699.47
7.96437,	0.00770994,	140.376,	135.477,	3699.45
7.96457,	0.00770964,	140.345,	135.473,	3699.44
7.96477,	0.00770939,	140.315,	135.471,	3699.42
7.96497,	0.00770913,	140.285,	135.468,	3699.41
7.96517,	0.00770889,	140.255,	135.466,	3699.4
7.96537,	0.00770863,	140.225,	135.464,	3699.38
7.96557,	0.00770837,	140.195,	135.461,	3699.37
7.96576,	0.00770813,	140.165,	135.459,	3699.35
7.96596,	0.00770787,	140.135,	135.457,	3699.34
7.96616,	0.00770762,	140.105,	135.454,	3699.32
7.96636,	0.00770736,	140.075,	135.452,	3699.31
7.96656,	0.00770711,	140.045,	135.45,	3699.29
7.96676,	0.00770685,	140.015,	135.447,	3699.28
7.96696,	0.0077066,	139.985,	135.445,	3699.27
7.96716,	0.00770634,	139.955,	135.442,	3699.25
7.96736,	0.0077061,	139.925,	135.44,	3699.24
7.96756,	0.00770585,	139.896,	135.438,	3699.22
7.96776,	0.00770559,	139.865,	135.435,	3699.21
7.96796,	0.00770534,	139.836,	135.433,	3699.19
7.96816,	0.00770509,	139.806,	135.431,	3699.18
7.96836,	0.00770483,	139.776,	135.428,	3699.17
7.96856,	0.00770458,	139.746,	135.426,	3699.15
7.96876,	0.00770433,	139.716,	135.424,	3699.14
7.96896,	0.00770407,	139.686,	135.421,	3699.12
7.96916,	0.00770382,	139.656,	135.419,	3699.11
7.96936,	0.00770356,	139.626,	135.416,	3699.09
7.96956,	0.00770331,	139.596,	135.414,	3699.08
7.96976,	0.00770307,	139.566,	135.412,	3699.07
7.96996,	0.00770281,	139.536,	135.409,	3699.05
7.97016,	0.00770256,	139.507,	135.407,	3699.04
7.97036,	0.0077023,	139.477,	135.405,	3699.02
7.97056,	0.00770205,	139.447,	135.402,	3699.01
7.97076,	0.00770179,	139.417,	135.4,	3698.99
7.97096,	0.00770154,	139.387,	135.398,	3698.98
7.97116,	0.00770129,	139.357,	135.395,	3698.96
7.97136,	0.00770104,	139.327,	135.393,	3698.95
7.97156,	0.00770079,	139.297,	135.391,	3698.94
7.97176,	0.00770053,	139.268,	135.388,	3698.92
7.97196,	0.00770029,	139.238,	135.386,	3698.91
7.97216,	0.00770003,	139.208,	135.384,	3698.89
7.97236,	0.00769978,	139.178,	135.381,	3698.88
7.97256,	0.00769952,	139.148,	135.379,	3698.86
7.97276,	0.00769927,	139.118,	135.377,	3698.85
7.97296,	0.00769901,	139.088,	135.374,	3698.84
7.97316,	0.00769877,	139.059,	135.372,	3698.82
7.97336,	0.00769851,	139.029,	135.369,	3698.81
7.97356,	0.00769827,	138.999,	135.367,	3698.79
7.97376,	0.00769801,	138.969,	135.365,	3698.78
7.97396,	0.00769776,	138.94,	135.362,	3698.76
7.97416,	0.00769751,	138.91,	135.36,	3698.75
7.97436,	0.00769725,	138.88,	135.358,	3698.73
7.97456,	0.007697,	138.85,	135.355,	3698.72
7.97476,	0.00769675,	138.82,	135.353,	3698.71
7.97496,	0.0076965,	138.791,	135.351,	3698.69
7.97516,	0.00769624,	138.761,	135.348,	3698.68
7.97536,	0.00769599,	138.731,	135.346,	3698.66
7.97555,	0.00769575,	138.701,	135.344,	3698.65
7.97575,	0.00769549,	138.671,	135.341,	3698.63
7.97595,	0.00769524,	138.642,	135.339,	3698.62
7.97615,	0.00769498,	138.612,	135.337,	3698.61
7.97635,	0.00769474,	138.582,	135.335,	3698.59
7.97655,	0.00769448,	138.552,	135.332,	3698.58
7.97675,	0.00769424,	138.523,	135.33,	3698.56
7.97695,	0.00769398,	138.493,	135.327,	3698.55
7.97715,	0.00769373,	138.463,	135.325,	3698.53
7.97735,	0.00769348,	138.434,	135.323,	3698.52
7.97755,	0.00769323,	138.404,	135.321,	3698.51
7.97775,	0.00769298,	138.374,	135.318,	3698.49
7.97795,	0.00769272,	138.344,	135.316,	3698.48
7.97815,	0.00769248,	138.315,	135.314,	3698.46
7.97835,	0.00769222,	138.285,	135.311,	3698.45
7.97855,	0.00769197,	138.255,	135.309,	3698.43
7.97875,	0.00769172,	138.226,	135.307,	3698.42
7.97895,	0.00769147,	138.196,	135.304,	3698.4
7.97915,	0.00769121,	138.166,	135.302,	3698.39
7.97935,	0.00769097,	138.137,	135.3,	3698.38
7.97955,	0.00769072,	138.107,	135.297,	3698.36
7.97975,	0.00769047,	138.077,	135.295,	3698.35
7.97995,	0.00769021,	138.048,	135.293,	3698.33
7.98015,	0.00768996,	138.018,	135.29,	3698.32
7.98035,	0.00768971,	137.988,	135.288,	3698.3
7.98055,	0.00768946,	137.959,	135.286,	3698.29
7.98075,	0.00768921,	137.929,	135.284,	3698.28
7.98095,	0.00768896,	137.899,	135.281,	3698.26
7.98115,	0.0076887,	137.87,	135.279,	3698.25
7.98135,	0.00768846,	137.84,	135.277,	3698.23
7.98155,	0.0076882,	137.81,	135.274,	3698.22
7.98175,	0.00768795,	137.781,	135.272,	3698.2
7.98195,	0.0076877,	137.751,	135.27,	3698.19
7.98215,	0.00768745,	137.722,	135.267,	3698.18
7.98235,	0.0076872,	137.692,	135.265,	3698.16
7.98255,	0.00768695,	137.662,	135.263,	3698.15
7.98275,	0.0076867,	137.633,	135.26,	3698.13
7.98295,	0.0076864,	137.602,	135.257,	3698.12
7.98315,	0.00768611,	137.572,	135.254,	3698.1
7.98335,	0.00768581,	137.542,	135.251,	3698.09
7.98355,	0.00768552,	137.511,	135.248,	3698.07
7.98375,	0.00768522,	137.481,	135.245,	3698.06
7.98395,	0.00768493,	137.45,	135.242,	3698.05
7.98415,	0.00768463,	137.42,	135.239,	3698.03
7.98435,	0.00768433,	137.39,	135.236,	3698.02
7.98455,	0.00768403,	137.359,	135.232,	3698
7.98475,	0.00768374,	137.329,	135.23,	3697.99
7.98495,	0.00768345,	137.299,	135.226,	3697.97
7.98515,	0.00768314,	137.268,	135.223,	3697.96
7.98534,	0.00768285,	137.238,	135.22,	3697.95
7.98554,	0.00768255,	137.207,	135.217,	3697.93
7.98574,	0.00768226,	137.177,	135.214,	3697.92
7.98594,	0.00768196,	137.147,	135.211,	3697.9
7.98614,	0.00768166,	137.116,	135.208,	3697.89
7.98634,	0.00768138,	137.086,	135.205,	3697.87
7.98654,	0.00768109,	137.056,	135.202,	3697.86
7.98674,	0.0076808,	137.026,	135.199,	3697.84
7.98694,	0.00768051,	136.995,	135.196,	3697.83
7.98714,	0.00768022,	136.965,	135.193,	3697.82
7.98734,	0.00767993,	136.935,	135.19,	3697.8
7.98754,	0.00767964,	136.905,	135.187,	3697.79
7.98774,	0.00767935,	136.875,	135.184,	3697.77
7.98794,	0.00767906,	136.845,	135.181,	3697.76
7.98814,	0.00767877,	136.814,	135.178,	3697.74
7.98834,	0.00767849,	136.784,	135.175,	3697.73
7.98854,	0.0076782,	136.754,	135.172,	3697.72
7.98874,	0.00767791,	136.724,	135.169,	3697.7
7.98894,	0.00767762,	136.694,	135.166,	3697.69
7.98914,	0.00767733,	136.663,	135.163,	3697.67
7.98934,	0.00767705,	136.633,	135.16,	3697.66
7.98954,	0.00767675,	136.603,	135.157,	3697.64
7.98974,	0.00767647,	136.573,	135.154,	3697.63
7.98994,	0.00767617,	136.543,	135.151,	3697.62
7.99014,	0.00767589,	136.513,	135.148,	3697.6
7.99034,	0.0076756,	136.483,	135.146,	3697.59
7.99054,	0.00767531,	136.452,	135.142,	3697.57
7.99074,	0.00767503,	136.423,	135.14,	3697.56
7.99094,	0.00767473,	136.392,	135.137,	3697.54
7.99114,	0.00767445,	136.362,	135.134,	3697.53
7.99134,	0.00767415,	136.332,	135.131,	3697.51
7.99154,	0.00767387,	136.302,	135.128,	3697.5
7.99174,	0.00767358,	136.272,	135.125,	3697.49
7.99194,	0.00767329,	136.242,	135.122,	3697.47
7.99214,	0.007673,	136.212,	135.119,	3697.46
7.99234,	0.00767271,	136.182,	135.116,	3697.44
7.99254,	0.00767243,	136.152,	135.113,	3697.43
7.99274,	0.00767214,	136.122,	135.11,	3697.41
7.99294,	0.00767185,	136.092,	135.107,	3697.4
7.99314,	0.00767156,	136.061,	135.104,	3697.39
7.99334,	0.00767127,	136.031,	135.101,	3697.37
7.99354,	0.00767099,	136.001,	135.098,	3697.36
7.99374,	0.00767069,	135.971,	135.095,	3697.34
7.99394,	0.00767041,	135.941,	135.092,	3697.33
7.99414,	0.00767012,	135.911,	135.089,	3697.31
7.99434,	0.00766983,	135.881,	135.086,	3697.3
7.99454,	0.00766954,	135.851,	135.083,	3697.28
7.99474,	0.00766925,	135.821,	135.081,	3697.27
7.99494,	0.00766897,	135.791,	135.078,	3697.26
7.99513,	0.00766868,	135.761,	135.075,	3697.24
7.99533,	0.00766839,	135.731,	135.072,	3697.23
7.99553,	0.0076681,	135.701,	135.069,	3697.21
7.99573,	0.00766782,	135.671,	135.066,	3697.2
7.99593,	0.00766753,	135.641,	135.063,	3697.18
7.99613,	0.00766724,	135.611,	135.06,	3697.17
7.99633,	0.00766695,	135.581,	135.057,	3697.16
7.99653,	0.00766667,	135.551,	135.054,	3697.14
7.99673,	0.00766638,	135.521,	135.051,	3697.13
7.99693,	0.00766609,	135.491,	135.048,	3697.11
7.99713,	0.0076658,	135.461,	135.045,	3697.1
7.99733,	0.00766551,	135.431,	135.042,	3697.08
7.99753,	0.00766523,	135.401,	135.039,	3697.07
7.99773,	0.00766494,	135.371,	135.036,	3697.05
7.99793,	0.00766465,	135.341,	135.034,	3697.04
7.99813,	0.00766436,	135.311,	135.031,	3697.03
7.99833,	0.00766407,	135.281,	135.028,	3697.01
7.99853,	0.00766378,	135.251,	135.025,	3697
7.99873,	0.00766349,	135.221,	135.022,	3696.98
7.99893,	0.00766321,	135.192,	135.019,	3696.97
7.99913,	0.00766292,	135.162,	135.016,	3696.95
7.99933,	0.00766263,	135.132,	135.013,	3696.94
7.99953,	0.00766234,	135.102,	135.01,	3696.93
7.99973,	0.00766206,	135.072,	135.007,	3696.91
7.99993,	0.00766177,	135.042,	135.004,	3696.9
8.00013,	0.00766148,	135.012,	135.001,	3696.88
8.00033,	0.0076612,	134.982,	134.998,	3696.87
8.00053,	0.00766091,	134.952,	134.996,	3696.85
8.00073,	0.00766062,	134.922,	134.993,	3696.84
8.00093,	0.00766033,	134.892,	134.99,	3696.82
8.00113,	0.00766005,	134.863,	134.987,	3696.81
8.00133,	0.00765976,	134.833,	134.984,	3696.8
8.00153,	0.00765947,	134.803,	134.981,	3696.78
8.00173,	0.00765918,	134.773,	134.978,	3696.77
8.00193,	0.00765889,	134.743,	134.975,	3696.75
8.00213,	0.00765861,	134.713,	134.972,	3696.74
8.00233,	0.00765832,	134.683,	134.969,	3696.72
8.00253,	0.00765804,	134.653,	134.967,	3696.71
8.00273,	0.00765774,	134.623,	134.964,	3696.7
8.00293,	0.00765746,	134.594,	134.961,	3696.68
8.00313,	0.00765717,	134.564,	134.958,	3696.67
8.00333,	0.00765688,	134.534,	134.955,	3696.65
8.00353,	0.0076566,	134.504,	134.952,	3696.64
8.00373,	0.00765631,	134.474,	134.949,	3696.62
8.00393,	0.00765602,	134.444,	134.946,	3696.61
8.00414,	0.00765572,	134.414,	134.943,	3696.59
8.00434,	0.00765544,	134.384,	134.941,	3696.58
8.00454,	0.00765514,	134.354,	134.937,	3696.57
8.00474,	0.00765484,	134.324,	134.934,	3696.55
8.00494,	0.00765455,	134.295,	134.932,	3696.54
8.00514,	0.00765426,	134.265,	134.929,	3696.52
8.00534,	0.00765397,	134.235,	134.926,	3696.51
8.00554,	0.00765366,	134.205,	134.923,	3696.49
8.00574,	0.00765338,	134.175,	134.92,	3696.48
8.00594,	0.00765309,	134.145,	134.917,	3696.47
8.00614,	0.00765279,	134.115,	134.914,	3696.45
8.00634,	0.0076525,	134.085,	134.911,	3696.44
8.00654,	0.0076522,	134.055,	134.908,	3696.42
8.00674,	0.00765191,	134.026,	134.905,	3696.41
8.00694,	0.00765162,	133.996,	134.902,	3696.39
8.00714,	0.00765134,	133.966,	134.899,	3696.38
8.00734,	0.00765105,	133.936,	134.896,	3696.36
8.00754,	0.00765076,	133.907,	134.893,	3696.35
8.00774,	0.00765048,	133.877,	134.891,	3696.34
8.00794,	0.00765019,	133.847,	134.888,	3696.32
8.00814,	0.00764991,	133.818,	134.885,	3696.31
8.00834,	0.00764961,	133.788,	134.882,	3696.29
8.00854,	0.00764933,	133.758,	134.879,	3696.28
8.00874,	0.00764904,	133.728,	134.876,	3696.26
8.00894,	0.00764876,	133.699,	134.874,	3696.25
8.00914,	0.00764848,	133.669,	134.871,	3696.24
8.00934,	0.00764819,	133.639,	134.868,	3696.22
8.00954,	0.00764791,	133.61,	134.865,	3696.21
8.00974,	0.00764762,	133.58,	134.862,	3696.19
8.00994,	0.00764733,	133.55,	134.86,	3696.18
8.01014,	0.00764704,	133.521,	134.857,	3696.16
8.01034,	0.00764676,	133.491,	134.854,	3696.15
8.01054,	0.00764647,	133.461,	134.851,	3696.13
8.01074,	0.00764619,	133.432,	134.848,	3696.12
8.01094,	0.00764591,	133.402,	134.846,	3696.11
8.01114,	0.00764561,	133.372,	134.843,	3696.09
8.01134,	0.00764533,	133.343,	134.84,	3696.08
8.01155,	0.00764504,	133.313,	134.837,	3696.06
8.01175,	0.00764476,	133.283,	134.834,	3696.05
8.01195,	0.00764448,	133.254,	134.831,	3696.03
8.01215,	0.00764419,	133.224,	134.829,	3696.02
8.01235,	0.0076439,	133.195,	134.826,	3696
8.01255,	0.00764362,	133.165,	134.823,	3695.99
8.01275,	0.00764333,	133.135,	134.82,	3695.98
8.01295,	0.00764304,	133.106,	134.817,	3695.96
8.01315,	0.00764276,	133.076,	134.815,	3695.95
8.01335,	0.00764248,	133.047,	134.812,	3695.93
8.01355,	0.00764219,	133.017,	134.809,	3695.92
8.01375,	0.00764191,	132.987,	134.806,	3695.9
8.01395,	0.00764162,	132.958,	134.803,	3695.89
8.01415,	0.00764134,	132.928,	134.801,	3695.88
8.01435,	0.00764105,	132.899,	134.798,	3695.86
8.01455,	0.00764076,	132.869,	134.795,	3695.85
8.01475,	0.00764048,	132.84,	134.792,	3695.83
8.01495,	0.0076402,	132.81,	134.789,	3695.82
8.01515,	0.00763991,	132.78,	134.787,	3695.8
8.01535,	0.00763962,	132.751,	134.784,	3695.79
8.01555,	0.00763934,	132.721,	134.781,	3695.77
8.01575,	0.00763905,	132.692,	134.778,	3695.76
8.01595,	0.00763877,	132.662,	134.775,	3695.75
8.01615,	0.00763849,	132.633,	134.773,	3695.73
8.01635,	0.0076382,	132.603,	134.77,	3695.72
8.01655,	0.00763791,	132.574,	134.767,	3695.7
8.01675,	0.00763763,	132.544,	134.764,	3695.69
8.01695,	0.00763735,	132.515,	134.761,	3695.67
8.01715,	0.00763706,	132.485,	134.758,	3695.66
8.01735,	0.00763678,	132.456,	134.756,	3695.64
8.01755,	0.00763649,	132.426,	134.753,	3695.63
8.01775,	0.00763621,	132.397,	134.75,	3695.62
8.01795,	0.00763592,	132.367,	134.747,	3695.6
8.01815,	0.00763564,	132.338,	134.745,	3695.59
8.01835,	0.00763535,	132.308,	134.742,	3695.57
8.01855,	0.00763507,	132.279,	134.739,	3695.56
8.01875,	0.00763478,	132.249,	134.736,	3695.54
8.01896,	0.0076345,	132.22,	134.733,	3695.53
8.01916,	0.00763416,	132.189,	134.73,	3695.51
8.01936,	0.00763384,	132.159,	134.726,	3695.5
8.01956,	0.0076335,	132.129,	134.722,	3695.49
8.01976,	0.00763317,	132.099,	134.719,	3695.47
8.01996,	0.00763283,	132.068,	134.715,	3695.46
8.02016,	0.00763251,	132.038,	134.712,	3695.44
8.02036,	0.00763217,	132.008,	134.708,	3695.43
8.02056,	0.00763184,	131.978,	134.705,	3695.41
8.02076,	0.00763151,	131.947,	134.701,	3695.4
8.02096,	0.00763118,	131.917,	134.697,	3695.39
8.02116,	0.00763085,	131.887,	134.694,	3695.37
8.02136,	0.00763051,	131.857,	134.69,	3695.36
8.02156,	0.00763018,	131.826,	134.686,	3695.34
8.02176,	0.00762986,	131.796,	134.683,	3695.33
8.02196,	0.00762952,	131.766,	134.679,	3695.31
8.02216,	0.00762919,	131.736,	134.676,	3695.3
8.02236,	0.00762886,	131.706,	134.672,	3695.28
8.02256,	0.00762853,	131.675,	134.668,	3695.27
8.02276,	0.0076282,	131.645,	134.665,	3695.26
8.02296,	0.00762786,	131.615,	134.661,	3695.24
8.02316,	0.00762754,	131.585,	134.658,	3695.23
8.02336,	0.0076272,	131.555,	134.654,	3695.21
8.02356,	0.00762687,	131.524,	134.65,	3695.2
8.02376,	0.00762653,	131.494,	134.647,	3695.18
8.02396,	0.0076262,	131.464,	134.643,	3695.17
8.02416,	0.00762588,	131.434,	134.64,	3695.16
8.02436,	0.00762554,	131.404,	134.636,	3695.14
8.02456,	0.00762522,	131.374,	134.632,	3695.13
8.02476,	0.00762488,	131.343,	134.629,	3695.11
8.02496,	0.00762455,	131.313,	134.625,	3695.1
8.02516,	0.00762422,	131.283,	134.621,	3695.08
8.02536,	0.00762389,	131.253,	134.618,	3695.07
8.02556,	0.00762356,	131.223,	134.614,	3695.05
8.02576,	0.00762322,	131.193,	134.611,	3695.04
8.02596,	0.00762289,	131.163,	134.607,	3695.03
8.02617,	0.00762256,	131.133,	134.603,	3695.01
8.02637,	0.00762223,	131.102,	134.6,	3695
8.02657,	0.0076219,	131.072,	134.596,	3694.98
8.02677,	0.00762158,	131.042,	134.593,	3694.97
8.02697,	0.00762125,	131.012,	134.589,	3694.95
8.02717,	0.00762092,	130.982,	134.586,	3694.94
8.02737,	0.0076206,	130.952,	134.582,	3694.92
8.02757,	0.00762028,	130.922,	134.579,	3694.91
8.02777,	0.00761995,	130.892,	134.575,	3694.9
8.02797,	0.00761963,	130.863,	134.572,	3694.88
8.02817,	0.0076193,	130.833,	134.568,	3694.87
8.02837,	0.00761898,	130.803,	134.565,	3694.85
8.02857,	0.00761866,	130.773,	134.561,	3694.84
8.02877,	0.00761833,	130.743,	134.558,	3694.82
8.02897,	0.007618,	130.713,	134.554,	3694.81
8.02917,	0.00761769,	130.683,	134.551,	3694.79
8.02937,	0.00761736,	130.653,	134.548,	3694.78
8.02957,	0.00761703,	130.623,	134.544,	3694.77
8.02977,	0.00761671,	130.593,	134.541,	3694.75
8.02997,	0.00761639,	130.563,	134.537,	3694.74
8.03017,	0.00761606,	130.533,	134.534,	3694.72
8.03037,	0.00761573,	130.503,	134.53,	3694.71
