Time	LOSdot	ZEM	NC	VC
0.0002,	4.8301e-07,	0.1932,	0.00772799,	4000
0.0004,	9.66e-07,	0.386377,	0.0154557,	4000
0.0006,	1.44897e-06,	0.579531,	0.023183,	4000
0.0008,	1.93192e-06,	0.772662,	0.0309101,	4000
0.001,	2.41485e-06,	0.965769,	0.0386369,	4000
0.0012,	2.89777e-06,	1.15885,	0.0463633,	4000
0.0014,	3.38066e-06,	1.35191,	0.0540895,	4000
0.0016,	3.86354e-06,	1.54495,	0.0618153,	4000
0.0018,	4.34639e-06,	1.73797,	0.0695408,	4000
0.002,	4.82923e-06,	1.93096,	0.077266,	4000
0.0022,	5.31204e-06,	2.12393,	0.0849909,	4000
0.0024,	5.79484e-06,	2.31687,	0.0927155,	4000
0.0026,	6.27762e-06,	2.50979,	0.10044,	4000
0.0028,	6.76037e-06,	2.70269,	0.108164,	4000
0.003,	7.24311e-06,	2.89557,	0.115887,	4000
0.0032,	7.72583e-06,	3.08842,	0.123611,	4000
0.0034,	8.20853e-06,	3.28125,	0.131334,	4000
0.0036,	8.69122e-06,	3.47406,	0.139057,	4000
0.0038,	9.17387e-06,	3.66684,	0.146779,	4000
0.004,	9.65652e-06,	3.8596,	0.154501,	4000
0.0042,	1.01391e-05,	4.05234,	0.162223,	4000
0.0044,	1.06217e-05,	4.24505,	0.169944,	4000
0.0046,	1.11043e-05,	4.43774,	0.177666,	4000
0.0048,	1.15869e-05,	4.63041,	0.185386,	4000
0.005,	1.20694e-05,	4.82305,	0.193107,	4000
0.0052,	1.2552e-05,	5.01567,	0.200827,	4000
0.0054,	1.30345e-05,	5.20827,	0.208547,	4000
0.0056,	1.3517e-05,	5.40085,	0.216267,	4000
0.0058,	1.39994e-05,	5.5934,	0.223986,	4000
0.006,	1.44819e-05,	5.78593,	0.231705,	4000
0.0062,	1.49643e-05,	5.97843,	0.239424,	4000
0.0064,	1.54467e-05,	6.17091,	0.247142,	4000
0.0066,	1.59291e-05,	6.36337,	0.254861,	4000
0.0068,	1.64115e-05,	6.55581,	0.262578,	4000
0.007,	1.68938e-05,	6.74822,	0.270296,	4000
0.0072,	1.73762e-05,	6.94061,	0.278013,	4000
0.0074,	1.78585e-05,	7.13298,	0.28573,	4000
0.0076,	1.83408e-05,	7.32532,	0.293446,	4000
0.0078,	1.8823e-05,	7.51764,	0.301163,	4000
0.008,	1.93053e-05,	7.70994,	0.308879,	4000
0.0082,	1.97875e-05,	7.90221,	0.316594,	4000
0.0084,	2.02698e-05,	8.09446,	0.324309,	4000
0.0086,	2.0752e-05,	8.28669,	0.332025,	4000
0.0088,	2.12341e-05,	8.4789,	0.339739,	4000
0.009,	2.17163e-05,	8.67108,	0.347454,	4000
0.0092,	2.21984e-05,	8.86323,	0.355168,	4000
0.0094,	2.26805e-05,	9.05537,	0.362881,	4000
0.0096,	2.31627e-05,	9.24748,	0.370595,	4000
0.0098,	2.36447e-05,	9.43957,	0.378308,	4000
0.01,	2.41268e-05,	9.63164,	0.386021,	4000
0.0102,	2.46088e-05,	9.82368,	0.393734,	4000
0.0104,	2.50909e-05,	10.0157,	0.401446,	4000
0.0106,	2.55729e-05,	10.2077,	0.409158,	4000
0.0108,	2.60548e-05,	10.3997,	0.416869,	4000
0.011,	2.65368e-05,	10.5916,	0.424581,	4000
0.0112,	2.70188e-05,	10.7836,	0.432292,	4000
0.0114,	2.75007e-05,	10.9755,	0.440002,	4000
0.0116,	2.79826e-05,	11.1673,	0.447713,	4000
0.0118,	2.84645e-05,	11.3592,	0.455423,	4000
0.012,	2.89464e-05,	11.551,	0.463133,	4000
0.0122,	2.94282e-05,	11.7428,	0.470842,	4000
0.0124,	2.991e-05,	11.9346,	0.478551,	4000
0.0126,	3.03919e-05,	12.1264,	0.48626,	4000
0.0128,	3.08737e-05,	12.3181,	0.493969,	4000
0.013,	3.13554e-05,	12.5099,	0.501677,	4000
0.0132,	3.18372e-05,	12.7016,	0.509385,	4000
0.0134,	3.23189e-05,	12.8932,	0.517092,	4000
0.0136,	3.28006e-05,	13.0849,	0.5248,	4000
0.0138,	3.32823e-05,	13.2765,	0.532507,	4000
0.014,	3.3764e-05,	13.4681,	0.540213,	4000
0.0142,	3.42457e-05,	13.6597,	0.54792,	4000
0.0144,	3.47273e-05,	13.8513,	0.555626,	4000
0.0146,	3.52089e-05,	14.0428,	0.563332,	4000
0.0148,	3.56905e-05,	14.2343,	0.571037,	4000
0.015,	3.61721e-05,	14.4258,	0.578742,	4000
0.0152,	3.66537e-05,	14.6173,	0.586447,	4000
0.0154,	3.71352e-05,	14.8087,	0.594152,	4000
0.0156,	3.76167e-05,	15.0001,	0.601856,	4000
0.0158,	3.80982e-05,	15.1915,	0.60956,	4000
0.016,	3.85797e-05,	15.3829,	0.617263,	4000
0.0162,	3.90612e-05,	15.5742,	0.624967,	4000
0.0164,	3.95426e-05,	15.7656,	0.63267,	4000
0.0166,	4.0024e-05,	15.9569,	0.640372,	4000
0.0168,	4.05054e-05,	16.1482,	0.648075,	4000
0.017,	4.09868e-05,	16.3394,	0.655777,	4000
0.0172,	4.14682e-05,	16.5306,	0.663478,	4000
0.0174,	4.19496e-05,	16.7219,	0.67118,	4000
0.0176,	4.24309e-05,	16.913,	0.678881,	4000
0.0178,	4.29122e-05,	17.1042,	0.686582,	4000
0.018,	4.33935e-05,	17.2954,	0.694282,	4000
0.0182,	4.38748e-05,	17.4865,	0.701983,	4000
0.0184,	4.4356e-05,	17.6776,	0.709683,	4000
0.0186,	4.48372e-05,	17.8687,	0.717382,	4000
0.0188,	4.53185e-05,	18.0597,	0.725081,	4000
0.019,	4.57997e-05,	18.2507,	0.73278,	4000
0.0192,	4.62808e-05,	18.4417,	0.740479,	4000
0.0194,	4.6762e-05,	18.6327,	0.748177,	4000
0.0196,	4.72431e-05,	18.8237,	0.755875,	4000
0.0198,	4.77242e-05,	19.0146,	0.763573,	4000
0.02,	4.82053e-05,	19.2055,	0.771271,	4000
0.0202,	4.86864e-05,	19.3964,	0.778968,	4000
0.0204,	4.91675e-05,	19.5873,	0.786664,	4000
0.0206,	4.96485e-05,	19.7781,	0.794361,	4000
0.0208,	5.01295e-05,	19.9689,	0.802057,	4000
0.021,	5.06105e-05,	20.1597,	0.809753,	4000
0.0212,	5.10915e-05,	20.3505,	0.817449,	4000
0.0214,	5.15725e-05,	20.5413,	0.825144,	4000
0.0216,	5.20534e-05,	20.732,	0.832839,	4000
0.0218,	5.25343e-05,	20.9227,	0.840533,	4000
0.022,	5.30152e-05,	21.1134,	0.848228,	4000
0.0222,	5.34961e-05,	21.304,	0.855922,	4000
0.0224,	5.3977e-05,	21.4947,	0.863616,	4000
0.0226,	5.44578e-05,	21.6853,	0.871309,	4000
0.0228,	5.49387e-05,	21.8759,	0.879002,	4000
0.023,	5.54195e-05,	22.0664,	0.886695,	4000
0.0232,	5.59003e-05,	22.257,	0.894387,	4000
0.0234,	5.6381e-05,	22.4475,	0.90208,	4000
0.0236,	5.68618e-05,	22.638,	0.909772,	4000
0.0238,	5.73425e-05,	22.8285,	0.917463,	4000
0.024,	5.78232e-05,	23.0189,	0.925154,	4000
0.0242,	5.83039e-05,	23.2094,	0.932845,	4000
0.0244,	5.87846e-05,	23.3998,	0.940536,	4000
0.0246,	5.92652e-05,	23.5902,	0.948226,	4000
0.0248,	5.97459e-05,	23.7805,	0.955916,	4000
0.025,	6.02265e-05,	23.9709,	0.963606,	4000
0.0252,	6.07071e-05,	24.1612,	0.971295,	4000
0.0254,	6.11877e-05,	24.3515,	0.978984,	4000
0.0256,	6.16707e-05,	24.5427,	0.986713,	4000
0.0258,	6.21537e-05,	24.7339,	0.99444,	4000
0.026,	6.26366e-05,	24.9251,	1.00217,	4000
0.0262,	6.31196e-05,	25.1163,	1.00989,	4000
0.0264,	6.36025e-05,	25.3074,	1.01762,	4000
0.0266,	6.40854e-05,	25.4986,	1.02535,	4000
0.0268,	6.45683e-05,	25.6897,	1.03307,	4000
0.027,	6.50512e-05,	25.8808,	1.0408,	4000
0.0272,	6.55341e-05,	26.0718,	1.04853,	4000
0.0274,	6.60169e-05,	26.2629,	1.05625,	4000
0.0276,	6.64997e-05,	26.4539,	1.06398,	4000
0.0278,	6.69825e-05,	26.6449,	1.0717,	4000
0.028,	6.74653e-05,	26.8358,	1.07942,	4000
0.0282,	6.79481e-05,	27.0268,	1.08715,	4000
0.0284,	6.84308e-05,	27.2177,	1.09487,	4000
0.0286,	6.89135e-05,	27.4086,	1.1026,	4000
0.0288,	6.93962e-05,	27.5995,	1.11032,	4000
0.029,	6.98789e-05,	27.7903,	1.11804,	4000
0.0292,	7.03616e-05,	27.9812,	1.12576,	4000
0.0294,	7.08442e-05,	28.172,	1.13349,	4000
0.0296,	7.13268e-05,	28.3628,	1.14121,	4000
0.0298,	7.18094e-05,	28.5535,	1.14893,	4000
0.03,	7.2292e-05,	28.7443,	1.15665,	4000
0.0302,	7.27746e-05,	28.935,	1.16437,	4000
0.0304,	7.32571e-05,	29.1257,	1.17209,	4000
0.0306,	7.37397e-05,	29.3163,	1.17981,	4000
0.0308,	7.42222e-05,	29.507,	1.18753,	4000
0.031,	7.47047e-05,	29.6976,	1.19525,	4000
0.0312,	7.51871e-05,	29.8882,	1.20297,	4000
0.0314,	7.56696e-05,	30.0788,	1.21069,	4000
0.0316,	7.6152e-05,	30.2693,	1.21841,	4000
0.0318,	7.66344e-05,	30.4599,	1.22613,	4000
0.032,	7.71168e-05,	30.6504,	1.23385,	4000
0.0322,	7.75992e-05,	30.8408,	1.24156,	4000
0.0324,	7.80815e-05,	31.0313,	1.24928,	4000
0.0326,	7.85639e-05,	31.2217,	1.257,	3999.99
0.0328,	7.90462e-05,	31.4122,	1.26472,	4000
0.033,	7.95285e-05,	31.6026,	1.27243,	3999.99
0.0332,	8.00108e-05,	31.7929,	1.28015,	3999.99
0.0334,	8.0493e-05,	31.9833,	1.28787,	3999.99
0.0336,	8.09753e-05,	32.1736,	1.29558,	3999.99
0.0338,	8.14575e-05,	32.3639,	1.3033,	3999.99
0.034,	8.19397e-05,	32.5542,	1.31101,	3999.99
0.0342,	8.24219e-05,	32.7444,	1.31873,	3999.99
0.0344,	8.2904e-05,	32.9347,	1.32644,	3999.99
0.0346,	8.33862e-05,	33.1249,	1.33415,	3999.99
0.0348,	8.38683e-05,	33.315,	1.34187,	3999.99
0.035,	8.43504e-05,	33.5052,	1.34958,	3999.99
0.0352,	8.48325e-05,	33.6953,	1.3573,	3999.99
0.0354,	8.53145e-05,	33.8855,	1.36501,	3999.99
0.0356,	8.57966e-05,	34.0755,	1.37272,	3999.99
0.0358,	8.62786e-05,	34.2656,	1.38043,	3999.99
0.036,	8.67606e-05,	34.4557,	1.38815,	3999.99
0.0362,	8.72426e-05,	34.6457,	1.39586,	3999.99
0.0364,	8.77246e-05,	34.8357,	1.40357,	3999.99
0.0366,	8.82065e-05,	35.0257,	1.41128,	3999.99
0.0368,	8.86884e-05,	35.2156,	1.41899,	3999.99
0.037,	8.91703e-05,	35.4056,	1.4267,	3999.99
0.0372,	8.96522e-05,	35.5955,	1.43441,	3999.99
0.0374,	9.01341e-05,	35.7854,	1.44212,	3999.99
0.0376,	9.0616e-05,	35.9752,	1.44983,	3999.99
0.0378,	9.10978e-05,	36.1651,	1.45754,	3999.99
0.038,	9.15796e-05,	36.3549,	1.46525,	3999.99
0.0382,	9.20614e-05,	36.5447,	1.47296,	3999.99
0.0383999,	9.25432e-05,	36.7344,	1.48067,	3999.99
0.0385999,	9.30249e-05,	36.9242,	1.48837,	3999.99
0.0387999,	9.35067e-05,	37.1139,	1.49608,	3999.99
0.0389999,	9.39884e-05,	37.3036,	1.50379,	3999.99
0.0391999,	9.44701e-05,	37.4933,	1.5115,	3999.99
0.0393999,	9.49518e-05,	37.6829,	1.5192,	3999.99
0.0395999,	9.54334e-05,	37.8726,	1.52691,	3999.99
0.0397999,	9.59151e-05,	38.0622,	1.53461,	3999.99
0.0399999,	9.63967e-05,	38.2518,	1.54232,	3999.99
0.0401999,	9.68783e-05,	38.4413,	1.55003,	3999.99
0.0403999,	9.73599e-05,	38.6309,	1.55773,	3999.99
0.0405999,	9.78414e-05,	38.8204,	1.56544,	3999.99
0.0407999,	9.8323e-05,	39.0099,	1.57314,	3999.99
0.0409999,	9.88045e-05,	39.1994,	1.58084,	3999.99
0.0411999,	9.9286e-05,	39.3888,	1.58855,	3999.99
0.0413999,	9.97675e-05,	39.5782,	1.59625,	3999.99
0.0415999,	0.000100249,	39.7676,	1.60396,	3999.99
0.0417999,	0.00010073,	39.957,	1.61166,	3999.99
0.0419999,	0.000101212,	40.1464,	1.61936,	3999.99
0.0421999,	0.000101693,	40.3357,	1.62706,	3999.99
0.0423999,	0.000102175,	40.525,	1.63477,	3999.99
0.0425999,	0.000102656,	40.7143,	1.64247,	3999.99
0.0427999,	0.000103137,	40.9036,	1.65017,	3999.99
0.0429999,	0.000103619,	41.0928,	1.65787,	3999.99
0.0431999,	0.0001041,	41.282,	1.66557,	3999.99
0.0433999,	0.000104581,	41.4712,	1.67327,	3999.99
0.0435999,	0.000105062,	41.6604,	1.68097,	3999.99
0.0437999,	0.000105544,	41.8495,	1.68867,	3999.99
0.0439999,	0.000106025,	42.0387,	1.69637,	3999.99
0.0441999,	0.000106506,	42.2278,	1.70407,	3999.99
0.0443999,	0.000106987,	42.4168,	1.71177,	3999.99
0.0445999,	0.000107469,	42.6059,	1.71947,	3999.99
0.0447999,	0.00010795,	42.7949,	1.72717,	3999.99
0.0449999,	0.000108431,	42.9839,	1.73486,	3999.99
0.0451999,	0.000108912,	43.1729,	1.74256,	3999.99
0.0453999,	0.000109393,	43.3619,	1.75026,	3999.99
0.0455999,	0.000109874,	43.5508,	1.75796,	3999.99
0.0457999,	0.000110355,	43.7398,	1.76565,	3999.99
0.0459999,	0.000110836,	43.9287,	1.77335,	3999.99
0.0461999,	0.000111317,	44.1175,	1.78105,	3999.99
0.0463999,	0.000111798,	44.3064,	1.78874,	3999.99
0.0465999,	0.000112279,	44.4952,	1.79644,	3999.99
0.0467999,	0.00011276,	44.684,	1.80413,	3999.99
0.0469999,	0.000113241,	44.8728,	1.81183,	3999.99
0.0471999,	0.000113722,	45.0615,	1.81952,	3999.99
0.0473999,	0.000114203,	45.2503,	1.82722,	3999.99
0.0475999,	0.000114684,	45.439,	1.83491,	3999.99
0.0477999,	0.000115165,	45.6277,	1.8426,	3999.99
0.0479999,	0.000115645,	45.8163,	1.8503,	3999.99
0.0481999,	0.000116126,	46.005,	1.85799,	3999.99
0.0483999,	0.000116607,	46.1936,	1.86568,	3999.99
0.0485999,	0.000117088,	46.3822,	1.87338,	3999.99
0.0487999,	0.000117569,	46.5708,	1.88107,	3999.99
0.0489999,	0.000118049,	46.7593,	1.88876,	3999.99
0.0491999,	0.00011853,	46.9479,	1.89645,	3999.99
0.0493999,	0.000119011,	47.1364,	1.90414,	3999.99
0.0495999,	0.000119492,	47.3249,	1.91183,	3999.99
0.0497999,	0.000119972,	47.5133,	1.91952,	3999.99
0.0499999,	0.000120453,	47.7018,	1.92721,	3999.99
0.0501999,	0.000120933,	47.8902,	1.9349,	3999.99
0.0503999,	0.000121414,	48.0786,	1.94259,	3999.99
0.0505999,	0.000121895,	48.2669,	1.95028,	3999.99
0.0507999,	0.000122375,	48.4553,	1.95797,	3999.99
0.0509999,	0.000122856,	48.6436,	1.96566,	3999.99
0.0511999,	0.000123336,	48.8319,	1.97335,	3999.99
0.0513999,	0.000123817,	49.0202,	1.98104,	3999.99
0.0515999,	0.000124297,	49.2084,	1.98873,	3999.99
0.0517999,	0.000124778,	49.3967,	1.99641,	3999.99
0.0519999,	0.000125258,	49.5849,	2.0041,	3999.99
0.0521999,	0.000125739,	49.7731,	2.01179,	3999.99
0.0523999,	0.000126219,	49.9612,	2.01947,	3999.99
0.0525999,	0.0001267,	50.1494,	2.02716,	3999.99
0.0527999,	0.00012718,	50.3375,	2.03485,	3999.99
0.0529999,	0.00012766,	50.5256,	2.04253,	3999.99
0.0531999,	0.000128141,	50.7137,	2.05022,	3999.99
0.0533999,	0.000128621,	50.9017,	2.0579,	3999.99
0.0535999,	0.000129101,	51.0897,	2.06559,	3999.99
0.0537999,	0.000129582,	51.2777,	2.07327,	3999.99
0.0539999,	0.000130062,	51.4657,	2.08096,	3999.99
0.0541999,	0.000130542,	51.6537,	2.08864,	3999.99
0.0543999,	0.000131022,	51.8416,	2.09632,	3999.99
0.0545999,	0.000131502,	52.0295,	2.10401,	3999.99
0.0547999,	0.000131983,	52.2174,	2.11169,	3999.99
0.0549999,	0.000132463,	52.4053,	2.11937,	3999.99
0.0551999,	0.000132943,	52.5931,	2.12705,	3999.99
0.0553999,	0.000133423,	52.7809,	2.13474,	3999.99
0.0555999,	0.000133903,	52.9687,	2.14242,	3999.99
0.0557999,	0.000134383,	53.1565,	2.1501,	3999.99
0.0559999,	0.000134863,	53.3443,	2.15778,	3999.99
0.0561999,	0.000135343,	53.532,	2.16546,	3999.99
0.0563999,	0.000135823,	53.7197,	2.17314,	3999.99
0.0565999,	0.000136303,	53.9074,	2.18082,	3999.99
0.0567999,	0.000136783,	54.095,	2.1885,	3999.98
0.0569999,	0.000137263,	54.2827,	2.19618,	3999.98
0.0571999,	0.000137743,	54.4703,	2.20386,	3999.98
0.0573999,	0.000138223,	54.6579,	2.21154,	3999.98
0.0575999,	0.000138703,	54.8455,	2.21922,	3999.98
0.0577999,	0.000139183,	55.033,	2.2269,	3999.98
0.0579999,	0.000139663,	55.2205,	2.23457,	3999.98
0.0581999,	0.000140143,	55.408,	2.24225,	3999.98
0.0583999,	0.000140623,	55.5955,	2.24993,	3999.98
0.0585999,	0.000141103,	55.783,	2.25761,	3999.98
0.0587999,	0.000141582,	55.9704,	2.26528,	3999.98
0.0589999,	0.000142062,	56.1578,	2.27296,	3999.98
0.0591999,	0.000142542,	56.3452,	2.28064,	3999.98
0.0593999,	0.000143022,	56.5325,	2.28831,	3999.98
0.0595999,	0.000143501,	56.7199,	2.29599,	3999.98
0.0597999,	0.000143981,	56.9072,	2.30366,	3999.98
0.0599999,	0.000144461,	57.0945,	2.31134,	3999.98
0.0601999,	0.00014494,	57.2818,	2.31901,	3999.98
0.0603999,	0.00014542,	57.469,	2.32669,	3999.98
0.0605999,	0.0001459,	57.6563,	2.33436,	3999.98
0.0607999,	0.000146379,	57.8434,	2.34203,	3999.98
0.0609999,	0.000146859,	58.0306,	2.34971,	3999.98
0.0611999,	0.000147338,	58.2178,	2.35738,	3999.98
0.0613999,	0.000147818,	58.4049,	2.36505,	3999.98
0.0615999,	0.000148298,	58.592,	2.37272,	3999.98
0.0617999,	0.000148777,	58.7791,	2.3804,	3999.98
0.0619999,	0.000149257,	58.9662,	2.38807,	3999.98
0.0621999,	0.000149736,	59.1532,	2.39574,	3999.98
0.0623999,	0.000150215,	59.3403,	2.40341,	3999.98
0.0625999,	0.000150695,	59.5273,	2.41108,	3999.98
0.0627999,	0.000151174,	59.7142,	2.41875,	3999.98
0.0629999,	0.000151654,	59.9012,	2.42642,	3999.98
0.0631999,	0.000152133,	60.0881,	2.43409,	3999.98
0.0633999,	0.000152612,	60.275,	2.44176,	3999.98
0.0635999,	0.000153092,	60.4619,	2.44943,	3999.98
0.0637999,	0.000153571,	60.6488,	2.4571,	3999.98
0.0639999,	0.00015405,	60.8356,	2.46477,	3999.98
0.0641999,	0.00015453,	61.0224,	2.47244,	3999.98
0.0643999,	0.000155009,	61.2092,	2.48011,	3999.98
0.0645999,	0.000155488,	61.396,	2.48777,	3999.98
0.0647999,	0.000155967,	61.5827,	2.49544,	3999.98
0.065,	0.000156447,	61.7695,	2.50311,	3999.98
0.0652,	0.000156926,	61.9562,	2.51078,	3999.98
0.0654,	0.000157405,	62.1429,	2.51844,	3999.98
0.0656,	0.000157884,	62.3295,	2.52611,	3999.98
0.0658,	0.000158363,	62.5161,	2.53378,	3999.98
0.066,	0.000158842,	62.7027,	2.54144,	3999.98
0.0662,	0.000159321,	62.8893,	2.54911,	3999.98
0.0664,	0.000159801,	63.0759,	2.55677,	3999.98
0.0666,	0.00016028,	63.2625,	2.56444,	3999.98
0.0668,	0.000160759,	63.449,	2.5721,	3999.98
0.067,	0.000161238,	63.6355,	2.57976,	3999.98
0.0672,	0.000161717,	63.8219,	2.58743,	3999.98
0.0674,	0.000162196,	64.0084,	2.59509,	3999.98
0.0676,	0.000162675,	64.1948,	2.60275,	3999.98
0.0678,	0.000163153,	64.3812,	2.61042,	3999.98
0.068,	0.000163632,	64.5676,	2.61808,	3999.98
0.0682,	0.000164111,	64.754,	2.62574,	3999.98
0.0684,	0.00016459,	64.9403,	2.6334,	3999.98
0.0686,	0.000165069,	65.1266,	2.64107,	3999.98
0.0688,	0.000165548,	65.3129,	2.64873,	3999.98
0.069,	0.000166027,	65.4992,	2.65639,	3999.98
0.0692,	0.000166505,	65.6854,	2.66405,	3999.98
0.0694,	0.000166984,	65.8717,	2.67171,	3999.98
0.0696,	0.000167463,	66.0579,	2.67937,	3999.98
0.0698,	0.000167942,	66.244,	2.68703,	3999.98
0.07,	0.00016842,	66.4302,	2.69469,	3999.98
0.0702,	0.000168899,	66.6163,	2.70235,	3999.98
0.0704,	0.000169378,	66.8024,	2.71001,	3999.98
0.0706,	0.000169857,	66.9885,	2.71767,	3999.98
0.0708001,	0.000170335,	67.1746,	2.72532,	3999.98
0.0710001,	0.000170814,	67.3606,	2.73298,	3999.98
0.0712001,	0.000171292,	67.5466,	2.74064,	3999.98
0.0714001,	0.000171771,	67.7326,	2.7483,	3999.98
0.0716001,	0.00017225,	67.9186,	2.75595,	3999.98
0.0718001,	0.000172728,	68.1046,	2.76361,	3999.98
0.0720001,	0.000173207,	68.2905,	2.77127,	3999.98
0.0722001,	0.000173685,	68.4764,	2.77892,	3999.98
0.0724001,	0.000174164,	68.6623,	2.78658,	3999.98
0.0726001,	0.000174642,	68.8481,	2.79423,	3999.98
0.0728001,	0.000175121,	69.034,	2.80189,	3999.98
0.0730001,	0.000175599,	69.2198,	2.80954,	3999.97
0.0732001,	0.000176077,	69.4056,	2.8172,	3999.98
0.0734001,	0.000176556,	69.5914,	2.82485,	3999.97
0.0736001,	0.000177034,	69.7771,	2.83251,	3999.97
0.0738001,	0.000177513,	69.9628,	2.84016,	3999.97
0.0740001,	0.000177991,	70.1485,	2.84781,	3999.97
0.0742001,	0.000178469,	70.3342,	2.85547,	3999.97
0.0744001,	0.000178947,	70.5199,	2.86312,	3999.97
0.0746001,	0.000179426,	70.7055,	2.87077,	3999.97
0.0748001,	0.000179904,	70.8911,	2.87842,	3999.97
0.0750001,	0.000180382,	71.0767,	2.88608,	3999.97
0.0752001,	0.00018086,	71.2623,	2.89373,	3999.97
0.0754001,	0.000181339,	71.4478,	2.90138,	3999.97
0.0756001,	0.000181817,	71.6333,	2.90903,	3999.97
0.0758001,	0.000182295,	71.8188,	2.91668,	3999.97
0.0760001,	0.000182773,	72.0043,	2.92433,	3999.97
0.0762001,	0.000183254,	72.1907,	2.93202,	3999.97
0.0764001,	0.000183734,	72.3771,	2.93971,	3999.97
0.0766001,	0.000184215,	72.5635,	2.9474,	3999.97
0.0768002,	0.000184695,	72.7499,	2.95509,	3999.97
0.0770002,	0.000185176,	72.9362,	2.96278,	3999.97
0.0772002,	0.000185657,	73.1225,	2.97046,	3999.97
0.0774002,	0.000186137,	73.3088,	2.97815,	3999.97
0.0776002,	0.000186617,	73.4951,	2.98584,	3999.97
0.0778002,	0.000187098,	73.6813,	2.99353,	3999.97
0.0780002,	0.000187578,	73.8675,	3.00121,	3999.97
0.0782002,	0.000188059,	74.0537,	3.0089,	3999.97
0.0784002,	0.000188539,	74.2399,	3.01659,	3999.97
0.0786002,	0.00018902,	74.4261,	3.02427,	3999.97
0.0788002,	0.0001895,	74.6122,	3.03196,	3999.97
0.0790002,	0.00018998,	74.7983,	3.03964,	3999.97
0.0792002,	0.000190461,	74.9844,	3.04733,	3999.97
0.0794002,	0.000190941,	75.1705,	3.05501,	3999.97
0.0796002,	0.000191421,	75.3565,	3.0627,	3999.97
0.0798002,	0.000191901,	75.5425,	3.07038,	3999.97
0.0800002,	0.000192382,	75.7285,	3.07807,	3999.97
0.0802002,	0.000192862,	75.9145,	3.08575,	3999.97
0.0804002,	0.000193342,	76.1004,	3.09343,	3999.97
0.0806002,	0.000193822,	76.2864,	3.10111,	3999.97
0.0808002,	0.000194302,	76.4723,	3.1088,	3999.97
0.0810002,	0.000194782,	76.6581,	3.11648,	3999.97
0.0812002,	0.000195263,	76.844,	3.12416,	3999.97
0.0814002,	0.000195743,	77.0299,	3.13184,	3999.97
0.0816002,	0.000196223,	77.2157,	3.13952,	3999.97
0.0818002,	0.000196703,	77.4015,	3.14721,	3999.97
0.0820002,	0.000197183,	77.5872,	3.15489,	3999.97
0.0822002,	0.000197663,	77.773,	3.16257,	3999.97
0.0824002,	0.000198143,	77.9587,	3.17025,	3999.97
0.0826003,	0.000198623,	78.1444,	3.17793,	3999.97
0.0828003,	0.000199103,	78.3301,	3.18561,	3999.97
0.0830003,	0.000199583,	78.5158,	3.19329,	3999.97
0.0832003,	0.000200063,	78.7014,	3.20097,	3999.97
0.0834003,	0.000200543,	78.887,	3.20864,	3999.97
0.0836003,	0.000201023,	79.0726,	3.21632,	3999.97
0.0838003,	0.000201503,	79.2582,	3.224,	3999.97
0.0840003,	0.000201982,	79.4437,	3.23168,	3999.97
0.0842003,	0.000202462,	79.6292,	3.23936,	3999.97
0.0844003,	0.000202942,	79.8147,	3.24703,	3999.97
0.0846003,	0.000203422,	80.0002,	3.25471,	3999.97
0.0848003,	0.000203902,	80.1856,	3.26239,	3999.97
0.0850003,	0.000204382,	80.3711,	3.27006,	3999.97
0.0852003,	0.000204861,	80.5565,	3.27774,	3999.97
0.0854003,	0.000205341,	80.7419,	3.28541,	3999.97
0.0856003,	0.000205821,	80.9273,	3.29309,	3999.97
0.0858003,	0.0002063,	81.1126,	3.30076,	3999.97
0.0860003,	0.00020678,	81.2979,	3.30844,	3999.97
0.0862003,	0.00020726,	81.4832,	3.31611,	3999.97
0.0864003,	0.000207739,	81.6685,	3.32379,	3999.97
0.0866003,	0.000208219,	81.8537,	3.33146,	3999.97
0.0868003,	0.000208699,	82.039,	3.33914,	3999.96
0.0870003,	0.000209178,	82.2242,	3.34681,	3999.96
0.0872003,	0.000209658,	82.4093,	3.35448,	3999.96
0.0874003,	0.000210137,	82.5945,	3.36215,	3999.96
0.0876003,	0.000210617,	82.7796,	3.36983,	3999.96
0.0878003,	0.000211096,	82.9647,	3.3775,	3999.96
0.0880003,	0.000211576,	83.1498,	3.38517,	3999.96
0.0882003,	0.000212055,	83.3349,	3.39284,	3999.96
0.0884003,	0.000212535,	83.5199,	3.40051,	3999.96
0.0886004,	0.000213014,	83.705,	3.40818,	3999.96
0.0888004,	0.000213494,	83.89,	3.41585,	3999.96
0.0890004,	0.000213973,	84.0749,	3.42352,	3999.96
0.0892004,	0.000214452,	84.2599,	3.43119,	3999.96
0.0894004,	0.000214932,	84.4448,	3.43886,	3999.96
0.0896004,	0.000215411,	84.6297,	3.44653,	3999.96
0.0898004,	0.00021589,	84.8146,	3.4542,	3999.96
0.0900004,	0.000216369,	84.9995,	3.46187,	3999.96
0.0902004,	0.000216849,	85.1843,	3.46954,	3999.96
0.0904004,	0.000217328,	85.3691,	3.47721,	3999.96
0.0906004,	0.000217807,	85.5539,	3.48487,	3999.96
0.0908004,	0.000218286,	85.7387,	3.49254,	3999.96
0.0910004,	0.000218766,	85.9235,	3.50021,	3999.96
0.0912004,	0.000219245,	86.1082,	3.50787,	3999.96
0.0914004,	0.000219724,	86.2929,	3.51554,	3999.96
