Time	MissNT3	MissNT4	MissNT5	MissVM3	MissVM4	MissVM5
0.0636099,	0.183388,	0.1795,	0.175673,	60.5189,	58.573,	56.67
0.0638099,	0.184506,	0.180582,	0.17672,	60.6908,	58.7332,	56.8188
0.0640099,	0.185628,	0.181667,	0.17777,	60.8625,	58.8932,	56.9674
0.0642099,	0.186752,	0.182755,	0.178822,	61.0342,	59.053,	57.1159
0.0644099,	0.18788,	0.183846,	0.179877,	61.2057,	59.2127,	57.2642
0.0646099,	0.189011,	0.18494,	0.180935,	61.3772,	59.3723,	57.4123
0.0648099,	0.190145,	0.186037,	0.181996,	61.5485,	59.5317,	57.5602
0.06501,	0.191282,	0.187137,	0.183059,	61.7197,	59.691,	57.708
0.06521,	0.192422,	0.188239,	0.184125,	61.8908,	59.8502,	57.8556
0.06541,	0.193565,	0.189345,	0.185194,	62.0618,	60.0092,	58.0031
0.06561,	0.194712,	0.190454,	0.186265,	62.2327,	60.168,	58.1503
0.06581,	0.195862,	0.191565,	0.187339,	62.4034,	60.3268,	58.2974
0.06601,	0.197015,	0.19268,	0.188416,	62.5741,	60.4853,	58.4444
0.06621,	0.198171,	0.193797,	0.189496,	62.7446,	60.6438,	58.5911
0.06641,	0.19933,	0.194917,	0.190578,	62.9151,	60.8021,	58.7377
0.06661,	0.200492,	0.196041,	0.191663,	63.0854,	60.9602,	58.8841
0.06681,	0.201658,	0.197167,	0.192751,	63.2556,	61.1182,	59.0304
0.06701,	0.202826,	0.198296,	0.193841,	63.4258,	61.2761,	59.1764
0.06721,	0.203998,	0.199428,	0.194934,	63.5958,	61.4339,	59.3223
0.06741,	0.205173,	0.200563,	0.19603,	63.7657,	61.5914,	59.4681
0.06761,	0.206351,	0.2017,	0.197129,	63.9354,	61.7489,	59.6136
0.06781,	0.207532,	0.202841,	0.19823,	64.1051,	61.9062,	59.759
0.06801,	0.208716,	0.203985,	0.199334,	64.2747,	62.0634,	59.9042
0.06821,	0.209904,	0.205131,	0.20044,	64.4441,	62.2204,	60.0493
0.06841,	0.211094,	0.206281,	0.201549,	64.6135,	62.3773,	60.1942
0.06861,	0.212288,	0.207433,	0.202661,	64.7827,	62.534,	60.3389
0.06881,	0.213485,	0.208588,	0.203776,	64.9518,	62.6906,	60.4834
0.06901,	0.214685,	0.209746,	0.204893,	65.1208,	62.8471,	60.6278
0.06921,	0.215888,	0.210907,	0.206013,	65.2898,	63.0034,	60.772
0.06941,	0.217094,	0.212071,	0.207135,	65.4586,	63.1596,	60.916
0.06961,	0.218303,	0.213238,	0.20826,	65.6273,	63.3156,	61.0599
0.06981,	0.219515,	0.214407,	0.209388,	65.7958,	63.4715,	61.2036
0.07001,	0.220731,	0.21558,	0.210519,	65.9643,	63.6273,	61.3471
0.07021,	0.221949,	0.216755,	0.211652,	66.1327,	63.7829,	61.4905
0.07041,	0.223171,	0.217933,	0.212788,	66.3009,	63.9384,	61.6337
0.07061,	0.224396,	0.219114,	0.213926,	66.4691,	64.0937,	61.7767
0.07081,	0.225624,	0.220298,	0.215067,	66.6371,	64.2489,	61.9195
0.0710101,	0.226855,	0.221485,	0.216211,	66.805,	64.404,	62.0622
0.0712101,	0.228089,	0.222675,	0.217357,	66.9728,	64.5589,	62.2048
0.0714101,	0.229326,	0.223867,	0.218506,	67.1406,	64.7137,	62.3471
0.0716101,	0.230566,	0.225062,	0.219657,	67.3082,	64.8683,	62.4893
0.0718101,	0.231809,	0.226261,	0.220812,	67.4756,	65.0229,	62.6313
0.0720101,	0.233056,	0.227462,	0.221968,	67.643,	65.1772,	62.7731
0.0722101,	0.234305,	0.228666,	0.223128,	67.8103,	65.3314,	62.9148
0.0724101,	0.235558,	0.229872,	0.22429,	67.9775,	65.4855,	63.0563
0.0726101,	0.236814,	0.231082,	0.225454,	68.1445,	65.6395,	63.1977
0.0728101,	0.238072,	0.232294,	0.226622,	68.3115,	65.7933,	63.3388
0.0730101,	0.239334,	0.23351,	0.227791,	68.4783,	65.9469,	63.4799
0.0732101,	0.240599,	0.234728,	0.228964,	68.645,	66.1005,	63.6207
0.0734101,	0.241867,	0.235949,	0.230139,	68.8117,	66.2538,	63.7614
0.0736101,	0.243138,	0.237173,	0.231316,	68.9782,	66.4071,	63.9019
0.0738101,	0.244412,	0.238399,	0.232497,	69.1446,	66.5602,	64.0422
0.0740101,	0.24569,	0.239629,	0.23368,	69.3109,	66.7132,	64.1824
0.0742101,	0.24697,	0.240861,	0.234865,	69.4771,	66.866,	64.3224
0.0744101,	0.248253,	0.242096,	0.236053,	69.6432,	67.0187,	64.4622
0.0746101,	0.24954,	0.243334,	0.237243,	69.8091,	67.1713,	64.6019
0.0748101,	0.250829,	0.244574,	0.238437,	69.975,	67.3237,	64.7414
0.0750101,	0.252122,	0.245818,	0.239632,	70.1408,	67.476,	64.8808
0.0752101,	0.253417,	0.247064,	0.24083,	70.3064,	67.6281,	65.02
0.0754101,	0.254716,	0.248313,	0.242031,	70.472,	67.7801,	65.159
0.0756101,	0.256018,	0.249565,	0.243235,	70.6374,	67.932,	65.2978
0.0758101,	0.257322,	0.25082,	0.244441,	70.8027,	68.0837,	65.4365
0.0760101,	0.25863,	0.252077,	0.245649,	70.9679,	68.2353,	65.575
0.0762101,	0.259941,	0.253338,	0.24686,	71.133,	68.3867,	65.7133
0.0764101,	0.261255,	0.254601,	0.248074,	71.298,	68.538,	65.8515
0.0766101,	0.262572,	0.255867,	0.24929,	71.4629,	68.6892,	65.9895
0.0768102,	0.263892,	0.257135,	0.250509,	71.6277,	68.8402,	66.1274
0.0770102,	0.265215,	0.258407,	0.25173,	71.7924,	68.9911,	66.2651
0.0772102,	0.266541,	0.259681,	0.252954,	71.957,	69.1419,	66.4026
0.0774102,	0.26787,	0.260958,	0.25418,	72.1214,	69.2925,	66.54
0.0776102,	0.269202,	0.262238,	0.255409,	72.2858,	69.443,	66.6772
0.0778102,	0.270537,	0.263521,	0.25664,	72.4501,	69.5934,	66.8142
0.0780102,	0.271876,	0.264806,	0.257874,	72.6142,	69.7436,	66.951
0.0782102,	0.273217,	0.266094,	0.259111,	72.7782,	69.8936,	67.0877
0.0784102,	0.274561,	0.267385,	0.260349,	72.9422,	70.0436,	67.2243
0.0786102,	0.275908,	0.268679,	0.261591,	73.106,	70.1934,	67.3606
0.0788102,	0.277259,	0.269975,	0.262835,	73.2697,	70.343,	67.4969
0.0790102,	0.278612,	0.271274,	0.264081,	73.4333,	70.4925,	67.6329
0.0792102,	0.279968,	0.272576,	0.26533,	73.5968,	70.6419,	67.7688
0.0794102,	0.281328,	0.273881,	0.266582,	73.7602,	70.7912,	67.9045
0.0796102,	0.28269,	0.275188,	0.267836,	73.9235,	70.9403,	68.04
0.0798102,	0.284055,	0.276498,	0.269092,	74.0867,	71.0893,	68.1754
0.0800102,	0.285424,	0.277811,	0.270351,	74.2497,	71.2381,	68.3106
0.0802102,	0.286795,	0.279127,	0.271613,	74.4127,	71.3868,	68.4457
0.0804102,	0.288169,	0.280445,	0.272877,	74.5756,	71.5354,	68.5806
0.0806102,	0.289547,	0.281767,	0.274143,	74.7383,	71.6838,	68.7153
0.0808102,	0.290927,	0.283091,	0.275412,	74.901,	71.8321,	68.8499
0.0810102,	0.292311,	0.284417,	0.276684,	75.0635,	71.9803,	68.9843
0.0812102,	0.293697,	0.285747,	0.277958,	75.2259,	72.1283,	69.1186
0.0814102,	0.295086,	0.287079,	0.279234,	75.3883,	72.2762,	69.2526
0.0816102,	0.296479,	0.288413,	0.280513,	75.5505,	72.4239,	69.3866
0.0818102,	0.297874,	0.289751,	0.281794,	75.7126,	72.5715,	69.5203
0.0820102,	0.299272,	0.291091,	0.283078,	75.8746,	72.719,	69.6539
0.0822102,	0.300674,	0.292434,	0.284364,	76.0365,	72.8663,	69.7874
0.0824102,	0.302078,	0.29378,	0.285653,	76.1983,	73.0135,	69.9206
0.0826102,	0.303485,	0.295128,	0.286944,	76.36,	73.1606,	70.0537
0.0828103,	0.304896,	0.29648,	0.288238,	76.5216,	73.3075,	70.1867
0.0830103,	0.306309,	0.297833,	0.289534,	76.683,	73.4544,	70.3195
0.0832103,	0.307725,	0.29919,	0.290832,	76.8444,	73.601,	70.4521
0.0834103,	0.309144,	0.300549,	0.292133,	77.0057,	73.7475,	70.5845
0.0836103,	0.310567,	0.301911,	0.293437,	77.1668,	73.8939,	70.7168
0.0838103,	0.311992,	0.303276,	0.294742,	77.3279,	74.0402,	70.849
0.0840103,	0.31342,	0.304643,	0.296051,	77.4888,	74.1863,	70.9809
0.0842103,	0.314851,	0.306013,	0.297361,	77.6496,	74.3323,	71.1128
0.0844103,	0.316285,	0.307386,	0.298675,	77.8104,	74.4781,	71.2444
0.0846103,	0.317722,	0.308761,	0.29999,	77.971,	74.6239,	71.3759
0.0848103,	0.319162,	0.31014,	0.301308,	78.1315,	74.7694,	71.5072
0.0850103,	0.320605,	0.31152,	0.302628,	78.2919,	74.9149,	71.6384
0.0852103,	0.322051,	0.312904,	0.303951,	78.4522,	75.0602,	71.7694
0.0854103,	0.3235,	0.31429,	0.305277,	78.6124,	75.2054,	71.9003
0.0856103,	0.324952,	0.315679,	0.306604,	78.7726,	75.3504,	72.031
0.0858103,	0.326407,	0.31707,	0.307934,	78.9325,	75.4953,	72.1615
0.0860103,	0.327864,	0.318465,	0.309267,	79.0924,	75.6401,	72.2919
0.0862103,	0.329325,	0.319861,	0.310602,	79.2522,	75.7847,	72.4221
0.0864103,	0.330789,	0.321261,	0.311939,	79.4119,	75.9292,	72.5521
0.0866103,	0.332255,	0.322663,	0.313279,	79.5715,	76.0736,	72.682
0.0868103,	0.333725,	0.324068,	0.314621,	79.7309,	76.2178,	72.8117
0.0870103,	0.335197,	0.325475,	0.315965,	79.8903,	76.3619,	72.9413
0.0872103,	0.336673,	0.326886,	0.317312,	80.0495,	76.5059,	73.0707
0.0874103,	0.338151,	0.328298,	0.318661,	80.2087,	76.6497,	73.1999
0.0876103,	0.339632,	0.329714,	0.320013,	80.3677,	76.7934,	73.329
0.0878103,	0.341117,	0.331132,	0.321367,	80.5267,	76.937,	73.458
0.0880103,	0.342604,	0.332553,	0.322723,	80.6855,	77.0804,	73.5867
0.0882103,	0.344094,	0.333976,	0.324082,	80.8442,	77.2237,	73.7153
0.0884103,	0.345587,	0.335402,	0.325443,	81.0028,	77.3669,	73.8438
0.0886104,	0.347083,	0.336831,	0.326806,	81.1614,	77.5099,	73.9721
0.0888104,	0.348582,	0.338262,	0.328172,	81.3198,	77.6528,	74.1002
0.0890104,	0.350083,	0.339696,	0.32954,	81.4781,	77.7956,	74.2282
0.0892104,	0.351588,	0.341133,	0.330911,	81.6363,	77.9382,	74.356
0.0894104,	0.353096,	0.342572,	0.332284,	81.7944,	78.0807,	74.4837
0.0896104,	0.354606,	0.344014,	0.333659,	81.9524,	78.2231,	74.6112
0.0898104,	0.35612,	0.345459,	0.335037,	82.1103,	78.3653,	74.7385
0.0900104,	0.357636,	0.346906,	0.336417,	82.268,	78.5074,	74.8657
0.0902104,	0.359155,	0.348355,	0.337799,	82.4257,	78.6494,	74.9927
0.0904104,	0.360677,	0.349808,	0.339184,	82.5833,	78.7912,	75.1196
0.0906104,	0.362203,	0.351263,	0.340571,	82.7408,	78.9329,	75.2463
0.0908104,	0.363731,	0.35272,	0.34196,	82.8981,	79.0744,	75.3728
0.0910104,	0.365261,	0.354181,	0.343352,	83.0554,	79.2159,	75.4992
0.0912104,	0.366795,	0.355643,	0.344746,	83.2126,	79.3572,	75.6255
0.0914104,	0.368332,	0.357109,	0.346142,	83.3696,	79.4983,	75.7515
0.0916104,	0.369871,	0.358577,	0.347541,	83.5266,	79.6394,	75.8775
0.0918104,	0.371414,	0.360047,	0.348942,	83.6834,	79.7803,	76.0032
0.0920104,	0.372959,	0.361521,	0.350345,	83.8401,	79.9211,	76.1288
0.0922104,	0.374508,	0.362996,	0.351751,	83.9968,	80.0617,	76.2543
0.0924104,	0.376059,	0.364475,	0.353159,	84.1533,	80.2022,	76.3796
0.0926104,	0.377613,	0.365956,	0.354569,	84.3097,	80.3426,	76.5047
0.0928104,	0.37917,	0.367439,	0.355981,	84.466,	80.4828,	76.6297
0.0930104,	0.380729,	0.368926,	0.357396,	84.6223,	80.6229,	76.7545
0.0932104,	0.382292,	0.370414,	0.358813,	84.7784,	80.7629,	76.8792
0.0934104,	0.383858,	0.371906,	0.360233,	84.9344,	80.9027,	77.0037
0.0936104,	0.385426,	0.373399,	0.361654,	85.0903,	81.0424,	77.128
0.0938104,	0.386997,	0.374896,	0.363078,	85.2461,	81.182,	77.2522
0.0940104,	0.388572,	0.376395,	0.364505,	85.4018,	81.3215,	77.3762
0.0942104,	0.390149,	0.377897,	0.365933,	85.5574,	81.4608,	77.5001
0.0944104,	0.391729,	0.379401,	0.367364,	85.7129,	81.6,	77.6238
0.0946105,	0.393311,	0.380908,	0.368797,	85.8683,	81.739,	77.7474
0.0948105,	0.394897,	0.382417,	0.370233,	86.0236,	81.8779,	77.8708
0.0950105,	0.396486,	0.383929,	0.37167,	86.1787,	82.0167,	77.9941
0.0952105,	0.398077,	0.385443,	0.37311,	86.3338,	82.1554,	78.1172
0.0954105,	0.399671,	0.38696,	0.374553,	86.4888,	82.2939,	78.2401
0.0956105,	0.401268,	0.38848,	0.375997,	86.6436,	82.4323,	78.3629
0.0958105,	0.402868,	0.390002,	0.377444,	86.7984,	82.5706,	78.4856
0.0960105,	0.404471,	0.391527,	0.378893,	86.9531,	82.7087,	78.608
0.0962105,	0.406077,	0.393054,	0.380344,	87.1076,	82.8467,	78.7304
0.0964105,	0.407685,	0.394584,	0.381798,	87.2621,	82.9846,	78.8525
0.0966105,	0.409297,	0.396116,	0.383254,	87.4164,	83.1223,	78.9745
0.0968105,	0.410911,	0.397651,	0.384712,	87.5707,	83.2599,	79.0964
0.0970105,	0.412528,	0.399188,	0.386172,	87.7248,	83.3974,	79.2181
0.0972105,	0.414148,	0.400728,	0.387634,	87.8789,	83.5348,	79.3397
0.0974105,	0.415771,	0.402271,	0.389099,	88.0328,	83.672,	79.4611
0.0976105,	0.417396,	0.403816,	0.390566,	88.1867,	83.8091,	79.5823
0.0978105,	0.419025,	0.405363,	0.392035,	88.3404,	83.946,	79.7034
0.0980105,	0.420656,	0.406913,	0.393507,	88.494,	84.0829,	79.8243
0.0982105,	0.42229,	0.408466,	0.394981,	88.6476,	84.2196,	79.9451
0.0984105,	0.423927,	0.410021,	0.396456,	88.801,	84.3561,	80.0657
0.0986105,	0.425567,	0.411578,	0.397935,	88.9543,	84.4926,	80.1862
0.0988105,	0.427209,	0.413138,	0.399415,	89.1075,	84.6289,	80.3065
0.0990105,	0.428855,	0.414701,	0.400898,	89.2606,	84.765,	80.4267
0.0992105,	0.430503,	0.416266,	0.402382,	89.4137,	84.9011,	80.5467
0.0994105,	0.432154,	0.417834,	0.403869,	89.5666,	85.037,	80.6666
0.0996105,	0.433808,	0.419404,	0.405359,	89.7194,	85.1728,	80.7863
0.0998105,	0.435465,	0.420977,	0.40685,	89.8721,	85.3085,	80.9058
0.100011,	0.437124,	0.422552,	0.408344,	90.0247,	85.444,	81.0252
0.100211,	0.438786,	0.424129,	0.40984,	90.1772,	85.5794,	81.1444
0.100411,	0.440451,	0.425709,	0.411338,	90.3296,	85.7146,	81.2635
0.100611,	0.442119,	0.427292,	0.412838,	90.4819,	85.8498,	81.3825
0.100811,	0.44379,	0.428877,	0.41434,	90.6341,	85.9848,	81.5013
0.101011,	0.445464,	0.430465,	0.415845,	90.7862,	86.1197,	81.6199
0.101211,	0.44714,	0.432055,	0.417352,	90.9381,	86.2544,	81.7384
0.101411,	0.448819,	0.433648,	0.418861,	91.09,	86.389,	81.8567
0.101611,	0.450501,	0.435243,	0.420372,	91.2418,	86.5235,	81.9749
0.101811,	0.452186,	0.43684,	0.421885,	91.3935,	86.6579,	82.0929
0.102011,	0.453874,	0.43844,	0.423401,	91.5451,	86.7921,	82.2108
0.102211,	0.455564,	0.440043,	0.424918,	91.6965,	86.9262,	82.3285
0.102411,	0.457257,	0.441648,	0.426438,	91.8479,	87.0602,	82.4461
0.102611,	0.458953,	0.443255,	0.42796,	91.9992,	87.1941,	82.5635
0.102811,	0.460652,	0.444865,	0.429484,	92.1504,	87.3278,	82.6807
0.103011,	0.462353,	0.446478,	0.431011,	92.3014,	87.4614,	82.7978
0.103211,	0.464058,	0.448092,	0.432539,	92.4524,	87.5948,	82.9148
0.103411,	0.465765,	0.44971,	0.43407,	92.6033,	87.7282,	83.0316
0.103611,	0.467475,	0.451329,	0.435603,	92.754,	87.8614,	83.1483
0.103811,	0.469187,	0.452952,	0.437138,	92.9047,	87.9944,	83.2648
0.104011,	0.470903,	0.454576,	0.438675,	93.0553,	88.1274,	83.3811
0.104211,	0.472621,	0.456204,	0.440214,	93.2057,	88.2602,	83.4973
0.104411,	0.474342,	0.457833,	0.441755,	93.3561,	88.3929,	83.6134
0.104611,	0.476066,	0.459465,	0.443299,	93.5063,	88.5255,	83.7293
0.104811,	0.477792,	0.4611,	0.444844,	93.6565,	88.6579,	83.845
0.105011,	0.479522,	0.462737,	0.446392,	93.8065,	88.7902,	83.9606
0.105211,	0.481254,	0.464376,	0.447942,	93.9565,	88.9224,	84.0761
0.105411,	0.482988,	0.466018,	0.449494,	94.1063,	89.0545,	84.1914
0.105611,	0.484726,	0.467662,	0.451048,	94.2561,	89.1864,	84.3065
0.105811,	0.486466,	0.469309,	0.452605,	94.4057,	89.3182,	84.4215
0.106011,	0.48821,	0.470958,	0.454163,	94.5553,	89.4498,	84.5364
0.106211,	0.489955,	0.472609,	0.455724,	94.7047,	89.5814,	84.6511
0.106411,	0.491704,	0.474263,	0.457286,	94.8541,	89.7128,	84.7656
0.106611,	0.493455,	0.47592,	0.458851,	95.0033,	89.8441,	84.88
0.106811,	0.49521,	0.477578,	0.460418,	95.1525,	89.9752,	84.9943
0.107011,	0.496966,	0.47924,	0.461987,	95.3015,	90.1063,	85.1084
0.107211,	0.498726,	0.480903,	0.463558,	95.4504,	90.2372,	85.2223
0.107411,	0.500489,	0.482569,	0.465131,	95.5993,	90.368,	85.3361
0.107611,	0.502254,	0.484238,	0.466706,	95.748,	90.4986,	85.4498
0.107811,	0.504022,	0.485909,	0.468284,	95.8966,	90.6291,	85.5632
0.108011,	0.505792,	0.487582,	0.469863,	96.0452,	90.7595,	85.6766
0.108211,	0.507566,	0.489258,	0.471445,	96.1936,	90.8898,	85.7898
0.108411,	0.509342,	0.490936,	0.473028,	96.3419,	91.0199,	85.9029
0.108611,	0.51112,	0.492616,	0.474614,	96.4902,	91.1499,	86.0158
0.108811,	0.512902,	0.494299,	0.476202,	96.6383,	91.2798,	86.1285
0.109011,	0.514686,	0.495984,	0.477792,	96.7863,	91.4096,	86.2411
0.109211,	0.516473,	0.497672,	0.479384,	96.9343,	91.5392,	86.3536
0.109411,	0.518263,	0.499362,	0.480978,	97.0821,	91.6687,	86.4659
0.109611,	0.520056,	0.501054,	0.482574,	97.2298,	91.7981,	86.578
0.109811,	0.521851,	0.502749,	0.484172,	97.3774,	91.9274,	86.69
0.110011,	0.523649,	0.504446,	0.485772,	97.525,	92.0565,	86.8019
0.110211,	0.525449,	0.506146,	0.487374,	97.6724,	92.1855,	86.9136
0.110411,	0.527253,	0.507848,	0.488979,	97.8197,	92.3144,	87.0252
0.110611,	0.529059,	0.509552,	0.490585,	97.967,	92.4431,	87.1366
0.110811,	0.530868,	0.511259,	0.492194,	98.1141,	92.5718,	87.2479
0.111011,	0.532679,	0.512968,	0.493804,	98.2611,	92.7003,	87.359
0.111211,	0.534493,	0.51468,	0.495417,	98.4081,	92.8286,	87.47
0.111411,	0.53631,	0.516393,	0.497031,	98.5549,	92.9569,	87.5808
0.111611,	0.53813,	0.51811,	0.498648,	98.7016,	93.085,	87.6915
0.111811,	0.539952,	0.519828,	0.500267,	98.8482,	93.213,	87.802
0.112011,	0.541777,	0.521549,	0.501887,	98.9948,	93.3409,	87.9124
0.112211,	0.543605,	0.523272,	0.50351,	99.1412,	93.4686,	88.0227
0.112411,	0.545436,	0.524998,	0.505135,	99.2875,	93.5962,	88.1328
0.112611,	0.547269,	0.526726,	0.506761,	99.4337,	93.7237,	88.2427
0.112811,	0.549105,	0.528456,	0.50839,	99.5799,	93.8511,	88.3525
0.113011,	0.550943,	0.530189,	0.510021,	99.7259,	93.9783,	88.4621
0.113211,	0.552784,	0.531924,	0.511654,	99.8718,	94.1055,	88.5716
0.113411,	0.554628,	0.533661,	0.513289,	100.018,	94.2325,	88.681
0.113611,	0.556475,	0.535401,	0.514926,	100.163,	94.3593,	88.7902
0.113811,	0.558324,	0.537143,	0.516565,	100.309,	94.4861,	88.8993
0.114011,	0.560176,	0.538888,	0.518206,	100.455,	94.6127,	89.0082
0.114211,	0.562031,	0.540634,	0.519849,	100.6,	94.7392,	89.117
0.114411,	0.563888,	0.542383,	0.521493,	100.745,	94.8655,	89.2256
0.114611,	0.565748,	0.544135,	0.52314,	100.891,	94.9918,	89.3341
0.114811,	0.567611,	0.545888,	0.524789,	101.036,	95.1179,	89.4424
0.115011,	0.569476,	0.547644,	0.52644,	101.181,	95.2439,	89.5506
0.115211,	0.571345,	0.549403,	0.528093,	101.326,	95.3698,	89.6586
0.115411,	0.573215,	0.551164,	0.529748,	101.47,	95.4955,	89.7665
0.115611,	0.575089,	0.552927,	0.531405,	101.615,	95.6211,	89.8743
0.115811,	0.576965,	0.554692,	0.533064,	101.76,	95.7466,	89.9819
0.116011,	0.578844,	0.55646,	0.534725,	101.904,	95.872,	90.0894
0.116211,	0.580725,	0.55823,	0.536388,	102.049,	95.9973,	90.1967
0.116411,	0.582609,	0.560002,	0.538052,	102.193,	96.1224,	90.3039
0.116611,	0.584496,	0.561776,	0.539719,	102.337,	96.2474,	90.4109
0.116811,	0.586385,	0.563553,	0.541388,	102.481,	96.3722,	90.5178
0.117011,	0.588277,	0.565332,	0.543059,	102.626,	96.497,	90.6245
0.117211,	0.590172,	0.567114,	0.544731,	102.769,	96.6216,	90.7311
0.117411,	0.592069,	0.568898,	0.546406,	102.913,	96.7461,	90.8375
0.117611,	0.593969,	0.570684,	0.548083,	103.057,	96.8705,	90.9438
0.117811,	0.595872,	0.572472,	0.549761,	103.201,	96.9948,	91.05
0.118011,	0.597777,	0.574263,	0.551442,	103.344,	97.1189,	91.156
0.118211,	0.599685,	0.576056,	0.553124,	103.488,	97.2429,	91.2619
0.118411,	0.601596,	0.577851,	0.554809,	103.631,	97.3668,	91.3676
0.118611,	0.603509,	0.579648,	0.556495,	103.774,	97.4906,	91.4732
0.118811,	0.605425,	0.581448,	0.558183,	103.917,	97.6142,	91.5786
0.119011,	0.607344,	0.58325,	0.559874,	104.06,	97.7377,	91.6839
0.119211,	0.609265,	0.585055,	0.561566,	104.203,	97.8611,	91.7891
0.119411,	0.611189,	0.586861,	0.56326,	104.346,	97.9844,	91.8941
0.119611,	0.613115,	0.58867,	0.564956,	104.489,	98.1075,	91.9989
0.119811,	0.615044,	0.590481,	0.566654,	104.632,	98.2305,	92.1036
0.120011,	0.616976,	0.592295,	0.568354,	104.774,	98.3534,	92.2082
0.120211,	0.61891,	0.59411,	0.570056,	104.917,	98.4762,	92.3126
0.120411,	0.620847,	0.595928,	0.57176,	105.059,	98.5989,	92.4169
0.120611,	0.622787,	0.597749,	0.573465,	105.201,	98.7214,	92.5211
0.120811,	0.624729,	0.599571,	0.575173,	105.343,	98.8438,	92.6251
0.121011,	0.626674,	0.601396,	0.576883,	105.486,	98.9661,	92.7289
0.121211,	0.628622,	0.603223,	0.578594,	105.628,	99.0882,	92.8327
0.121411,	0.630572,	0.605052,	0.580307,	105.769,	99.2103,	92.9362
0.121611,	0.632524,	0.606884,	0.582023,	105.911,	99.3322,	93.0397
0.121811,	0.63448,	0.608718,	0.58374,	106.053,	99.454,	93.143
0.122011,	0.636438,	0.610554,	0.585459,	106.194,	99.5757,	93.2461
0.122211,	0.638398,	0.612392,	0.58718,	106.336,	99.6972,	93.3491
0.122411,	0.640361,	0.614232,	0.588903,	106.477,	99.8187,	93.452
0.122611,	0.642327,	0.616075,	0.590628,	106.619,	99.94,	93.5547
0.122811,	0.644295,	0.61792,	0.592354,	106.76,	100.061,	93.6573
0.123011,	0.646266,	0.619767,	0.594083,	106.901,	100.182,	93.7597
0.123211,	0.64824,	0.621617,	0.595813,	107.042,	100.303,	93.862
0.123411,	0.650216,	0.623468,	0.597546,	107.183,	100.424,	93.9641
0.123611,	0.652195,	0.625322,	0.59928,	107.324,	100.545,	94.0662
0.123811,	0.654176,	0.627178,	0.601016,	107.464,	100.665,	94.168
0.124011,	0.65616,	0.629037,	0.602754,	107.605,	100.786,	94.2697
0.124211,	0.658147,	0.630897,	0.604494,	107.745,	100.906,	94.3713
0.124411,	0.660136,	0.63276,	0.606235,	107.886,	101.026,	94.4728
0.124611,	0.662128,	0.634625,	0.607979,	108.026,	101.146,	94.5741
0.124811,	0.664122,	0.636492,	0.609724,	108.166,	101.266,	94.6752
0.125011,	0.666119,	0.638362,	0.611472,	108.306,	101.386,	94.7763
0.125211,	0.668118,	0.640233,	0.613221,	108.446,	101.506,	94.8771
0.125411,	0.670121,	0.642107,	0.614972,	108.586,	101.625,	94.9779
0.125611,	0.672125,	0.643983,	0.616725,	108.726,	101.745,	95.0785
0.125811,	0.674132,	0.645861,	0.618479,	108.866,	101.864,	95.1789
0.126011,	0.676142,	0.647742,	0.620236,	109.005,	101.984,	95.2793
0.126211,	0.678155,	0.649624,	0.621994,	109.145,	102.103,	95.3794
0.126411,	0.68017,	0.651509,	0.623755,	109.284,	102.222,	95.4795
0.126611,	0.682187,	0.653396,	0.625517,	109.424,	102.341,	95.5794
0.126811,	0.684207,	0.655286,	0.627281,	109.563,	102.459,	95.6791
0.127011,	0.68623,	0.657177,	0.629047,	109.702,	102.578,	95.7787
0.127211,	0.688255,	0.659071,	0.630814,	109.841,	102.696,	95.8782
0.127411,	0.690283,	0.660966,	0.632584,	109.98,	102.815,	95.9775
0.127611,	0.692313,	0.662864,	0.634355,	110.119,	102.933,	96.0767
0.127811,	0.694346,	0.664765,	0.636128,	110.258,	103.051,	96.1758
0.128011,	0.696382,	0.666667,	0.637903,	110.396,	103.169,	96.2747
0.128211,	0.69842,	0.668571,	0.63968,	110.535,	103.287,	96.3735
0.128411,	0.70046,	0.670478,	0.641458,	110.673,	103.405,	96.4721
0.128611,	0.702504,	0.672387,	0.643239,	110.812,	103.523,	96.5706
0.128811,	0.704549,	0.674298,	0.645021,	110.95,	103.64,	96.669
0.129011,	0.706597,	0.676211,	0.646805,	111.088,	103.758,	96.7672
0.129211,	0.708648,	0.678127,	0.648591,	111.226,	103.875,	96.8653
0.129411,	0.710702,	0.680044,	0.650378,	111.364,	103.992,	96.9632
0.129611,	0.712758,	0.681964,	0.652168,	111.502,	104.109,	97.061
0.129811,	0.714816,	0.683886,	0.653959,	111.64,	104.226,	97.1587
0.130011,	0.716877,	0.68581,	0.655752,	111.778,	104.343,	97.2562
0.130211,	0.71894,	0.687736,	0.657547,	111.915,	104.46,	97.3536
0.130411,	0.721006,	0.689664,	0.659343,	112.053,	104.576,	97.4509
0.130611,	0.723075,	0.691594,	0.661142,	112.19,	104.693,	97.548
0.130811,	0.725146,	0.693527,	0.662942,	112.327,	104.809,	97.645
0.131011,	0.72722,	0.695462,	0.664744,	112.465,	104.925,	97.7418
0.131211,	0.729296,	0.697399,	0.666548,	112.602,	105.042,	97.8385
0.131411,	0.731375,	0.699338,	0.668353,	112.739,	105.158,	97.935
0.131611,	0.733456,	0.701279,	0.670161,	112.876,	105.273,	98.0315
0.131811,	0.73554,	0.703222,	0.67197,	113.012,	105.389,	98.1277
